isbn,Main Category,Categories,Description
812532635,,,
764222376,,,
805081240,,,
1400078008,,Social Science,"From the bestselling author of Nickel and Dimed and a former editor in chief Mother Jones, this women's history classic brilliantly uncovers the constraints imposed on women in the name of science. Since the nineteenth century, professionals have been invoking scientific expertise to prescribe what women should do for their own good. Among the experts’ diagnoses and remedies: menstruation was an illness requiring seclusion; pregnancy, a disabling condition; and higher education, a threat to long-term health of the uterus. From clitoridectomies to tame women’s behavior in the nineteenth century to the censure of a generation of mothers as castrators in the 1950s, doctors have not hesitated to intervene in women’s sexual, emotional, and maternal lives. Even domesticity, the most popular prescription for a safe environment for women, spawned legions of “scientific” experts. Barbara Ehrenreich and Deirdre English has never lost faith in science itself, but insist that we hold those who interpret it to higher standards. Women are entering the medical and scientific professions in greater numbers but as recent research shows, experts continue to use pseudoscience to tell women how to live. For Her Own Good provides today’s readers with an indispensable dose of informed skepticism."
60973331,,,
674990331,,,
140006466X,,,
821776053,,,
743284887,,,
743406567,,,
811853195,,,
345362535,,,
60779683,,,
1590170385,,,
039306011X,,,
393319792,,,
039306025X,,,
393310167,,,
039332107X,,,
671639617,,,
571202802,,,
155783041X,,,
679726489,,,
312311451,,,
679726470,,,
1560252758,,,
1560255218,,,
451528646,,,
1402714602,,,
143039563,,,
441542158,,,
743527291,,,
073854678X,,,
738528528,,,
738544922,,,
738519383,,,
811200078,,,
674022874,,,
486270920,,,
1843910179,,,
486447782,,,
714833657,,,
2038717001,,,
743280547,,,
915145693,,,
62511114,,,
674992407,,,
64400824,,,
1897784317,,,
543899403,,,
1581821298,,,
140367381,,,
159017125X,,,
140258698,,,
140447555,,,
1564147916,,,
192751166,,,
312990685,,,
1400047862,,,
1573442216,,,
7158521,,,
375836047,,,
375702970,,,
64402452,,,
64403874,,,
006064589X,,,
670037702,,,
142003808,,,
143037439,,,
140131671,,,
142001414,,,
140299947,,,
140299939,,,
670826901,,,
140119507,,,
684806371,,,
140077812,,,
2246442613,,,
440208149,,,
878053573,,,
1595140328,,Young Adult Fiction,"Ever wonder who was the first kid to keep a wallet on a big chunky chain, or wear way-too-big pants on purpose? What about the mythical first guy who wore his baseball cap backwards? These are the Innovators, the people on the very cusp of cool. Seventeen-year-old Hunter Braque's job is finding them for the retail market. But when a big-money client disappears, Hunter must use all his cool-hunting talents to find her. Along the way he's drawn into a web of brand-name intrigue-a missing cargo of the coolest shoes he's ever seen, ads for products that don't exist, and a shadowy group dedicated to the downfall of consumerism as we know it."
689865406,,,
60519568,,,
689865392,,,
60519592,,,
689865384,,,
1568581491,,,
330397966,,,
375803483,,,
805080503,,,
805080481,,,
080508052X,,,
805080511,,,
141310685,,,
080508049X,,,
805080538,,,
805072713,,,
525467777,,,
142301442,,,
2742731105,,,
006078721X,,Fiction,"A swashbuckling adventure story that reveals for the first time how Diego de la Vega became the masked man we all know so well Born in southern California late in the eighteenth century, Diego de la Vega is a child of two worlds. His father is an aristocratic Spanish military man turned landowner; his mother, a Shoshone warrior. At the age of sixteen, Diego is sent to Spain, a country chafing under the corruption of Napoleonic rule. He soon joins La Justicia, a secret underground resistance movement devoted to helping the powerless and the poor. Between the New World and the Old, the persona of Zorro is formed, a great hero is born, and the legend begins. After many adventures -- duels at dawn, fierce battles with pirates at sea, and impossible rescues -- Diego de la Vega, a.k.a. Zorro, returns to America to reclaim the hacienda on which he was raised and to seek justice for all who cannot fight for it themselves."
038560310X,,,
345464974,,,
1594482225,,Humor,"The Areas of My Expertise is a lavish compendium of handy reference tables, fascinating trivia, and sage wisdom—all of it completely unresearched, completely undocumented and (presumably) completely untrue, fabricated by the illuminating, prodigious imagination of John Hodgman, certifiable genius. In an age when fake facts are all the rage, John Hodgman proves he is a man ahead of his time. Look out for John Hodgman's latest book, Vacationland, available from Viking in Fall 2017."
740748475,,,
836204387,,,
836221362,,,
836217691,,,
836217357,,,
751515574,,,
740721356,,,
441008933,,,
441013309,,,
553105574,,,
1903809509,,English,"Recounts the wildly chaotic odyssey of hapless, ungainly Ebenezer Cooke, sent to the New World to look after his father's tobacco business. The book is a tribute to the most insidious human vices and a hilarious ride through the 18th century in the company of heroes, villans, innocents and rogues."
385240899,,,
618131701,,,
1564780619,,,
671797867,,,
2253000043,,Fiction,"C'est dans l'Allemagne du Moyen Age qu'Hermann Hesse, Prix Nobel de Littérature, a situé l'histoire du moine Narcisse et de Goldmund, enfant très doué qu'on lui a confié et auquel il s'attache. Il sent que sa vocation n'est pas le cloître et l'aide à choisir sa voie. C'est alors pour Goldmund la vie errante, les aventures galantes; il se décide, par sagesse, à devenir sculpteur: l'art sera une façon de chercher le beau. Philosophe autant que poète et romancier, Hermann Hesse aspire à une civilisation idéale où il y ait équilibre entre spiritualité et animalité: toute son œuvre est imprégnée de ce désir de conciliation. Novice au couvent de Mariabronn, Narcisse se distingue par son intelligence et sa culture. On lui confie Goldmund, écolier que son père destine à l'état monastique pour expier le passé tumultueux de sa mère. Narcisse s'attache à cet enfant. Il sent que sa vocation n'est pas le cloître et l'aide à choisir sa voie. C'est alors pour Goldmund la vie errante: aventures galantes dont il attend éperdument qu'elles manifestent le visage idéal de la femme, de l' ""Eve éternelle"", visage mythique venu se substituer à celui de sa mère morte. Une heure de sagesse le décide à se faire sculpteur: l'art sera une façon de chercher le beau. Pourtant il reprendra ses vagabondages... C'est dans le cadre de l'Allemagne du Moyen Age que le romancier Hermann Hesse a situé l'histoire allégorique du moine Narcisse et de l'artiste Goldmund dont la double quête reflète les préoccupations de l'homme, écartelé entre les exigences de l'âme et du corps."
486420426,,,
671877666,,,
345462009,,,
1597379514,,,
140345809,,,
140374388,,,
810954796,,,
141306394,,,
141304316,,,
140345825,,,
142400866,,,
810987902,,,
765352397,,,
525409815,,,
525364102,,,
525461310,,,
340850620,,,
99432447,,,
747556407,,,
1567923224,,,
452275725,,,
812976150,,,
517100789,,,
374299196,,,
140282688,,,
141182865,,,
8496333604,,,
60988649,,,
618181881,,,
64410722,,,
1401308201,,,
006088262X,,,
1845130499,,,
553152645,,,
141311495,,,
553152890,,,
435122215,,,
022406469X,,,
201321894X,,,
230008909,,,
140316884,,,
691019401,,,
143037579,,,
691020264,,,
140445773,,,
1596060247,,,
553580485,,,
553270257,,,
553562940,,,
553580515,,,
553562967,,,
809013843,,,
674618769,,,
1590170164,,Biography & Autobiography,"A bright star of the Italian Renaissance, Girolamo Cardano was an internationally-sought-after astrologer, physician, and natural philosopher, a creator of modern algebra, and the inventor of the universal joint. Condemned by the Inquisition to house arrest in his old age, Cardano wrote The Book of My Life, an unvarnished and often outrageous account of his character and conduct. Whether discussing his sex life or his diet, the plots of academic rivals or meetings with supernatural beings, or his deep sorrow when his beloved son was executed for murder, Cardano displays the same unbounded curiosity that made him a scientific pioneer. At once picaresque adventure and campus comedy, curriculum vitae, and last will, The Book of My Life is an extraordinary Renaissance self-portrait—a book to set beside Montaigne's Essays and Benvenuto Cellini's Autobiography."
60572000,,,
60931809,,,
312423373,,,
60598611,,,
60838590,,,
340637870,,,
190492011X,,Cooking,"More than 300 traditional dishes, each recipe is complemented by tips, tales, historical insights and common Irish customs, many of which have been passed down from one generation to the next through the greatest of oral traditions."
807842591,,,
762404787,,,
823006573,,,
961462094,,,
571161154,,,
8466619453,,,
439793955,,,
439896185,,,
439184738,,,
439114284,,,
043930931X,,,
439080940,,,
64401480,,,
64401510,,,
64401499,,,
60248122,,,
553573306,,,
747553718,,,
312421974,,,
786000236,,,
2879290937,,,
747553564,,,
60974990,,,
452284163,,,
452278155,,,
1563892251,,Comics & Graphic Novels,"Featuring the popular characters from the award-winning Sandman series by Neil Caiman, ""The Sandman: Endless Nights"" reveals the legend of the Endless, a family of magical and mythical beings. In this highly imaginative book that boasts diverse styles of breathtaking full-color art, seven peculiar and powerful siblings each reveal more about their true beings as they star in their own tales. 1-40120-113-X$17.95 / DC Comics"
156389226X,,,
1563890356,,Comics & Graphic Novels,"A collection of short works offers stories that range in setting from a ghost-ridden cellar to a hotel convention of serial kilers, and includs works by Gene Wolfe, Clive Barker, Tad Williams, and Barbara Hambly."
1563890933,,,
1563891700,,,
1563892871,,,
1563891069,,"Comic books, strips, etc","An attempt to summon and imprison Death, results, instead, in the capture of Morpheus, the Sandman, who must regain the tools of his powers."
394746163,,,
590100564,,,
393315118,,,
1410402363,,Coffee industry,"Maggy Thorsen, displaced PR executive turned coffee maven, wants to know who killed one of her partners and put the future of Uncommon Grounds in jeopardy."
898599598,,,
1840680733,,,
671027638,,,
1401300464,,Social Science,"Alexandra Robbins wanted to find out if the stereotypes about sorority girls were actually true, so she spent a year with a group of girls in a typical sorority. The sordid behavior of sorority girls exceeded her worst expectations-drugs, psychological abuse, extreme promiscuity, racism, violence, and rampant eating disorders are just a few of the problems. But even more surprising was the fact that these abuses were inflicted and endured by intelligent, successful, and attractive women. Why is the desire to belong to a sorority so powerful that women are willing to engage in this type of behavior-especially when the women involved are supposed to be considered 'sisters'? What definition of sisterhood do many women embrace? Pledged combines a sharp-eyed narrative with extensive reporting and the fly-on-the-wall voyeurism of reality shows to provide the answer."
1569317143,,,
1591160332,,"Comic books, strips, etc",
1591160480,,,
670037869,,,
451220722,,,
451411390,,,
451219449,,,
451411617,,,
451410890,,,
451410815,,,
451410386,,,
1891830430,,,
452281458,,,
802150616,,,
714530484,,,
1843540789,,,
800871863,,,
081121320X,,,
804833370,,,
1593075294,,,
811213463,,,
374480133,,,
486437558,,,
23513209,,,
61318310,,,
872200566,,,
019280197X,,Philosophy,"Many people regard Hegel's work as obscure and extremely difficult, yet his importance and influence are universally acknowledged. Peter Singer eliminates any excuse for remaining ignorant of the outlines of Hegel's philosophy by providing a broad discussion of his ideas and an account of his major works."
521348889,,,
844222593,,,
3551552711,,,
64406032,,,
64404412,,,
006440336X,,,
64404897,,,
081673030X,,,
64435180,,,
078693137X,,,
765348756,,,
471741205,,,
812971892,,,
1400096464,,,
743435389,,,
439266017,,,
155063332,,,
159582071X,,,
374528535,,,
345436830,,,
1572244259,,,
399532714,,,
7157150,,,
385338325,,,
439375908,,,
810958384,,,
399528431,,,
1598163183,,,
1400078377,,,
2268042618,,,
3442309174,,,
375839569,,,
375835318,,,
60884053,,,
312360118,,,
60989157,,,
2207249107,,,"Marilyn Manson, la rock star par qui le scandale arrive, l'extraterrestre décrié, proscrit par une légion de politiciens, de prêtres et de parents enragés, expose dans toute sa crudité l'hallucinant parcours qui l'a mené d'une enfance écrasée par la crainte de Dieu à la lumière glacée de la gloire. Un grand-père travesti, un voisin amateur de petits garçons, un guérisseur versé dans la manipulation mentale, une institutrice traquant les messages sataniques dans les standards du rock... quelques-unes des figures qui jalonnent cette trajectoire glauque. Des délires backstage à la paille des cachots, des consoles des studios au monitoring des urgences, des bas-fonds du désespoir au top des hit-parades, le prix de l'ascension est une chute vertigineuse vers l'Enfer de Dante - luxure, violence et trahison. Une confession sans fard, illustrée de dizaines de photos et de dessins inédits, enrichie d'extraits de journaux intimes, et toute la vérité sur les secrets des infamantes tournées qui embrasent l'Amérique. Mémoires de l'enfer, chant d'un corps électrique, est la chronique d'une chute originelle, d'une métamorphose et d'une renaissance. En trente ans d'existence, Marilyn Manson a connu plus d'expériences que la plupart d'entre nous en une vie."
1417499737,,,"The final volume of this series includes 5 weeks of video curriculum and study material on chapters 36-40 of The Purpose Driven Life, focusing on Purpose #5: You Were Made for a Mission. God loves the world, and he wants to love it through you. Volume 6 will help you live a life of significance by making the Great Commission your commission."
753811464,,,
753819929,,,
374530718,,,
374253846,,,
393329291,,,
679756760,,,
862431352,,,
089281800X,,,
892812923,,,
830743073,,,
1557047413,,,
807123331,,,
813191556,,,
1419341049,,,
812927311,,,
1557283303,,History,"Presents his personal view of life in the White House, the crises he faced, the people he worked with, and the advice he received as president of the United States."
60852550,,,
691096104,,,
1416939210,,,
080501604X,,,
805031499,,,
826406734,,,
415307716,,,
300000898,,,
930462092,,,
743290348,,,
074329033X,,,
1578067324,,"Novelists, American","The classic, definitive biography of William Faulkner"
64467007,,,
1575668548,,,
1575664259,,Fiction,"Gay Chicago investigative reporter Mark Manning and his young new assistant--and prospective amour--David Bosch try to catch the killer of a colleague, who was murdered after interviewing an astrophysicist claiming to have discovered a new planet. Reprint."
312313640,,,
1575665549,,,
039541685X,,,
395599687,,,
822210347,,,
8479019395,,,
007146235X,,,
767906721,,,
767909267,,,
140261540,,,
385418493,,,
899421695,,,
140448942,,,
026257103X,,,
75536390,,,
140442413,,,
674990390,,,
192833006,,,
553585975,,,
679783369,,,
1928832431,,,
385090021,,,
870610635,,,
140436324,,,
192835858,,,
268018499,,,
743202554,,,
805211160,,,
224064738,,,
374517886,,,
349175710X,,,
1931082634,,,
374506809,,,
1931082618,,,
590321145,,,
531045420,,,
1595550550,,,
679728260,,,
226805271,,,
691054959,,,
380972336,,,
1570627487,,,
1590302486,,,
618640142,,,
1932234292,,,
4770028016,,Martial arts,Book Of Five Rings is a Kodansha International publication.
525949771,,,
1569708843,,,
1569708851,,,
1579905080,,,
752861743,,,
078685510X,,Juvenile Fiction,"Told in playful rhyme, here's all the excitement and joy of a wedding day as seen through the eyes of a young ring bearer. From getting all dressed up and walking down the aisle, to watching the vows and tasting the cake. THE RING BEARER shows, in a simple, clear way, everything a young ring bearer needs-and wants to know. Adorable watercolor illustrations by John Wallace add to the delicate charm. Easy to read and utterly enchanting, it's a keepsake to be treasured by brides, grooms, and the little boys entrusted with the ring"
1594720355,,,
812695453,,,
1400051738,,,
1569709041,,,
99448920,,,
1569709807,,"Comic books, strips, etc","High school student Wataru Fujii accidentally switches rings with popular senior Yuichi Kazuki and is shocked when their rings pair up, and as the boys struggle to sort out their feelings, their clashes threaten any relationship they may have."
1593070543,,,
340774770,,,
1421509571,,,
1421507226,,,
142150958X,,,
1421509598,,,
1421507234,,Comics & Graphic Novels,"IN A SINGLE INSTANT, A SCHOOL OF 862 STUDENTS AND STAFF VANISHED FROM THE EARTH. THIS IS THEIR STORY. Out of nowhere, a Japanese elementary school is transported into a hostile world. Soon, the students and teachers must struggle to survive in impossible conditions, besieged by terrifying creatures and beset by madness. Part horror, part science fiction, The Drifting Classroom is a classic can't-put-down manga series from horror manga master Kazuo Umezu. Madness takes hold as the teachers and students realize they are stranded in a lifeless world! Sekiya, the cafeteria worker, takes control of the school's food supplies, enforcing his authority with a gun. As the adults start to kill one another, sixth-grader Sho makes a startling discovery--the truth of where they are and what has happened to them. Soon, Sho and his classmate Nishi are forced to venture into the wasteland beyond the school gates...and choose between a slow death from hunger or a quick death at a killer's hands..."
1421509563,,,
415266718,,,
812974433,,,
812967119,,,
143104934,,,
744004446,,,
744006457,,,
744004411,,,
744003229,,,
752848372,,,
60730676,,,
1591810086,,"Body, Mind & Spirit",This book takes a serious look at the use of psychedelic drugs as a means to achieve mystical union with the divine.
394755669,,,
031242230X,,,
1598160125,,,
1598160109,,,
1598160141,,,
1598160117,,,
159816015X,,Comics & Graphic Novels,"When Izumi, a typical straight high school student, is mistaken for a male escort from a gay dating club, he begins a sexual odyssey filled with heated passion and sparkling romance that continues in this latest volume."
99452243,,,
1406506583,,,
140442375,,,
140442324,,,
1425462219,,,
1419163868,,,
2868050131,,,
140442057,,,
1584230703,,Art,"First published in 1967, this text is now more relevant than ever, as McLuhan's foresights about the impact of new media is actualized at unprecedented speeds via the Internet. It portrays technologies as an extension of man, illustrating how our senses are massaged and our perceptions altered as these devices become integral parts of our lives. The combination of artistic images, graphics and incisive statements create a representative work that not only explains human absorption of media, but visually diagrams it for the reader."
415162459,,,
1584230738,,Political Science,A reissue of McLuhan's expose from 1964 on the state of the then emerging phenomenon of mass media
618470220,,,
1559211563,,,
521639891,,,
1559210915,,,
3453190149,,,
2264031913,,,
451221257,,,
515141658,,,
373285434,,,
373285248,,,
515140775,,,
399153721,,,
399147314,,,
373285388,,,
553589474,,,
373285132,,,
037328523X,,,
385335679,,,
691037388,,,
131541951,,,
393057828,,,
393019993,,,
1401204589,,,
1401204511,,,
737303948,,,
689873743,,,
60175648,,,
60928417,,,
571206921,,,
1400078393,,Self-Help,"NATIONAL BESTSELLER • The father of positive psychology draws on more than twenty years of clinical research to show you how to overcome depression, boost your immune system, and make yourself happier. ""Vaulted me out of my funk.... So, fellow moderate pessimists, go buy this book."" —The New York Times Book Review Offering many simple techniques anyone can practice, Dr. Seligman explains how to break an “I–give–up” habit, develop a more constructive explanatory style for interpreting your behavior, and experience the benefits of a more positive interior dialogue. With generous additional advice on how to encourage optimistic behavior at school, at work and in children, Learned Optimism is both profound and practical—and valuable for every phase of life."
142404152,,,
465024963,,,
689868839,,,
440237165,,,
807014273,,,
1844132390,,,
886875536,,,
375714634,,,
8120818946,,,
345461363,,,
60954833,,,
743486226,,,
800730305,,,
226025977,,,
1584794941,,Cooking,"Irritable Bowel Syndrome (IBS) is a somewhat vague and all-encompassing term, but to the 35 million Americans who suffer from it, it means specific and sometimes debilitating symptoms. So varied are these symptoms, though, that in 2004 alone, 281 different treatments were administered to remedy them. But one constant in all of these treatments was a change in diet, and here, finally, is the first cookbook ever to address the dietary demands of this common and chronic ailment. Created by a chef/dietician team, Healthy Cooking for IBS offers more than 100 scientifically developed and tested recipes that help alleviate the symptoms of IBS but are tasty enough for everyone in the family to enjoy. With delicious recipes for breakfasts and breads, snacks and appetizers, soups and salads, main courses, and desserts; practical information on the causes and symptoms of the syndrome, as well as possible treatments; key nutritional and dietary recommendations; and helpful guidelines for meal planning, shopping, and eating out, this indispensable book will prove to be a godsend for all those who live with IBS."
373895887,,,
385733879,,,
385731841,,,
778300854,,,
385731825,,,
156119072,,,
823410773,,,
1569471037,,,
156947124X,,,
1591162068,,,
1591162076,,,
1591160685,,,
1591161452,,,
014044520X,,,
674994884,,,
156075008,,,
1565846648,,,
345428307,,,
345457617,,,
635034700,,,
063502389X,,Juvenile Fiction,"While visiting the Mile High City of Denver, Christina, Grant, and their two cousins encounter a mystery involving a haunted hotel and a woman who once sailed on the Titanic."
635023911,,,
761542914,,,
076155548X,,,
553803522,,,
1593979746,,,
055380491X,,,
1590300106,,Psychology,"A new edition documents encounters between the Dalai Lama and prominent western psychologists, physicians, and meditation teachers to offer insight into the mind's ability to heal the body. Original."
25006053,,,
375760520,,,
674992024,,,
1844450937,,,
75536552,,,
3787307672,,,
452009308,,,
805210474,,,
596527330,,,
142151379X,,,
1421502224,,,
1421508397,,,
672326663,,,
131492020,,,
321468937,,,
801882672,,,
801868548,,,
62700251,,,
1593854463,,,
141187190,,,
679736409,,,
312135254,,,
679724753,,,
226153118,,,
439272009,,,
439435404,,,
590897985,,,
015601209X,,,
385340222,,,
552145025,,,
393093123,,,
787983500,,,
141310693,,,
441014224,,,
595092144,,,
786931965,,,
441014453,,,
059509208X,,,
452156610,,,
452266629,,,
786809299,,,
786809280,,,
375832211,,,
786809949,,,
375823786,,,
375832203,,,
1400091055,,,
067989070X,,Juvenile Fiction,"The #1 bestselling chapter book series of all time celebrates 25 years with new covers and a new, easy-to-use numbering system! An adventure that will shake you up! That's what Jack and Annie get when the Magic Tree House whisks them back to California in 1906. As soon as they arrive, the famous San Francisco earthquake hits the city. Can Jack and Annie save the day? Or will San Francisco be destroyed first? Did you know that there’s a Magic Tree House book for every kid? Magic Tree House: Adventures with Jack and Annie, perfect for readers who are just beginning chapter books Merlin Missions: More challenging adventures for the experienced reader Super Edition: A longer and more dangerous adventure Fact Trackers: Nonfiction companions to your favorite Magic Tree House adventures"
871401525,,,
871401541,,,
871401657,,,
1423601742,,,
345480058,,,
345450698,,,
805427317,,,
439569729,,,
785113444,,,
373802358,,,
373802722,,,
816636702,,,
826479316,,,
745323375,,,
743270371,,,
1416542264,,,
1585479004,,,
1595322353,,,
1592402682,,Biography & Autobiography,Chronicles the 2004 federal investigation that led to the exposure of performance-enhancing drug use by some of the nation's most famous baseball athletes.
1932234225,,,
380794780,,,
373274483,,,
1572930500,,Biography & Autobiography,The life story of the author of My utmost for his highest.
871239329,,,
312982011,,,
130887013,,,
679451218,,,
810982196,,,
792270320,,,
870448293,,,
1598163175,,,
1598163205,,Comics & Graphic Novels,"When Tenryu and Shino finally make a decision on their relationship, Nakaya, unsure if he can accept the new romance, confronts Tenryu."
1569708126,,,
4048526456,,,
4048527851,,,
783502508,,,
783502001,,,
067429503X,,,
689870167,,,
671417010,,,
140289232,,,
1585672173,,Fiction,"The hero and guiding force of this epic fantasy is an insomniac young man who, unable to sleep, guides the reader through the narrow streets of Cairo-a mysterious city full of deceit and trickery."
224074539,,,
60854944,,,
60957352,,,
2742722807,,,
60927194,,,
60930861,,,
037572656X,,Fiction,"One of the most celebrated and unflinching chroniclers of modern life now explores, in this masterful collection of short stories, the grand theme of intimacy, love, and their failures. With remarkable insight and candor, Richard Ford examines liaisons in and out and to the sides of marriage. An illicit visit to the Grand Canyon reveals a vastness even more profound. A couple weekending in Maine try to recapture the ardor that has disappeared from their life together. And on a spring evening, a young wife tells her husband of her affair with the host of the dinner party they’re about to join. The rigorous intensity Ford brings to these vivid, unforgettable dramas marks this as his most powerfully arresting book to date–confirming the judgment of the New York Times Book Review that “nobody now writing looks more like an American classic.”"
143039709,,,
486451402,,,
60776536,,,
940450836,,,
915144220,,,
915144921,,,
014303541X,,,
142004030,,,
143034359,,,
670038717,,,
142001805,,,
034073356X,,Books and reading,"There is another 1985, somewhere in the could-have-been, where Thursday Next is a literary detective without squat, fear, or boyfriend. Thursday is on the trait of the villainous Acheron Hades, who has been kidnapping characters from works of fiction and holding them to ransom. Jane Eyre herself has been plucked from the novel of the same name, and Thursday must find a way into the book to repair the damage. She also has to find time to halt the ongoing Crimean conflict, persuade the man she loves to marry her, rescue her aunt from inside a Wordsworth poem and figure out who really wrote Shakespeare's plays. Aided and abetted by a cast of characters that includes her time-travelling father, Jack Schitt of the all-power Goliath Corporation, a pet dodo named Pickwick and Edward Rochester himself, Thursday embarks on an adventure that will take your breath away. A delight for anyone who has ever wondered where bananas come from or why Leigh Delamere motorway services are so peculiarly named, The Eyre Affair is classic storytelling at its most engrossing. The world will never look the same again..."
1582294011,,,
1582293082,,Fiction,"When Kathryn Guilford learns her long-time friend and former boyfriend is dead from apparent suicide, she suspects foul play and hires Dr. Nick Polchak to help her learn the truth."
1595324844,,,
192875345,,,
199265771,,,
199280169,,,
374524793,,,
345445783,,,
60737042,,,
380898039,,,
1892391201,,,
312890214,,,
415908086,,,
307209431,,,
674777700,,,
451217608,,,
716799561,,,
026261135X,,,
262611333,,,
786016078,,,
786016051,,,
786011890,,,
786014202,,,
1892062437,,,
977312798,,,
385495544,,,
802136184,,,
156478214X,,,
684827905,,,
64407209,,,
1570623139,,,
71467440,,,
345416260,,,
720610656,,,
451219945,,,
425199436,,,
1580931863,,Architecture,"The Glass House, designed by celebrated architect Philip Johnson as a personal retreat, is an icon of modern architecture. A crystalline box set in a serene New England landscape, the house is now owned by the National Trust for Historic Preservation, which will open it to visitors in April 2007. Johnson used his property near New Canaan, Connecticut, as an architectural laboratory, adding nine additional structures over a forty-year period. Among them are the Ghost House, a chain-link tribute to Frank Gehry, and the witty, bright red Gate House. Glass House is a unique presentation of the Glass House complex in words and photographs. Compiled by eminent critic Toshio Nakamura under the sponsorship of YKK AP Inc., the volume features a specially commissioned suite of photographs, taken throughout the four seasons, by renowned architectural photographer Michael Moran, including cross-processed images and images taken with infrared film. The deluxe graphic presentation, with distinctive paper stocks and foldout pages reproducing Johnson's original drawings, was conceived by designer Michael Rock of 2x4."
393002314,,,
393002039,,,
140443487,,,
743428188,,,
8425337607,,Empresses,
345384563,,,
143034367,,,
081296618X,,,
385721277,,,
345391691,,,
62508865,,,
345434072,,,
872206351,,,
679721037,,,
394756967,,,
618249060,,,
395517427,,,
140253807,,,
763619337,,,
446363162,,,
143019295,,,
449231410,,,
679772677,,,
375759867,,,
375431535,,,
679723129,,,
192839241,,,
674991354,,,
870232061,,,
872208206,,,
3598715439,,,
192839411,,,
1419188518,,,
801879841,,,
472081616,,,
806118466,,,
198140711,,,
226329658,,,
374530319,,,
679755489,,,
374526966,,,
385422989,,,
038542339X,,,
385497148,,,
075660592X,,,
756623588,,,
082542982X,,,
684801523,,,
1593082908,,Fiction,"Daniel Deronda, by George Eliot, is part of theBarnes & Noble Classics series, which offers quality editions at affordable prices to the student and the general reader, including new scholarship, thoughtful design, and pages of carefully crafted extras. Here are some of the remarkable features of Barnes & Noble Classics: New introductions commissioned from today''s top writers and scholars Biographies of the authors Chronologies of contemporary historical, biographical, and cultural events Footnotes and endnotes Selective discussions of imitations, parodies, poems, books, plays, paintings, operas, statuary, and films inspired by the work Comments by other famous authors Study questions to challenge the reader''s viewpoints and expectations Bibliographies for further reading Indices & Glossaries, when appropriate All editions are beautifully designed and are printed to superior specifications; some include illustrations of historical interest. Barnes & Noble Classics pulls together a constellation of influences--biographical, historical, and literary--to enrich each reader''s understanding of these enduring works. George Eliot''s last, most ambitious novel, Daniel Deronda aroused scandal when it first appeared in 1876. What begins as a passionate love story takes a surprising turn into the hidden world of the early Zionist movement in Victorian England. The story opens memorably at a roulette table, where we first meet the young and idealistic Daniel Deronda and the enchanting Gwendolen Harleth--whom many critics consider to be George Eliot''s finest creation. Although the two are immediately drawn to one another, Gwendolen--outwardly alluring and vivacious, inwardly complex and unsettled--is forced by circumstance into an oppressive marriage with the harsh aristocratic Henleigh Grandcourt. Deeply unhappy, she turns for friendship to Daniel, only to discover his involvement with Mirah Lapidoth, a talented young Jewish woman. Torn between his devotion to Gwendolen and his passion for Mirah and the plight of her people, Daniel is forced to look at his own mysterious past and find out who he really is--and who he wants to become. Earl L. Dachslager is Professor Emeritus of English at the University of Houston and an adjunct professor in the University''s Distant Education Program. He received his Ph.D. in English from the University of Maryland. He reviews books regularly for the Houston Chronicle."
618711678,,,
61238236,,,
60753633,,,
038549517X,,Psychology,"At once a pioneering study of evolution and an accessible and lively reading experience, a book that offers the most convincing—and radical—explanation for how and why the human mind evolved. Consciousness, morality, creativity, language, and art: these are the traits that make us human. Scientists have traditionally explained these qualities as merely a side effect of surplus brain size, but Miller argues that they were sexual attractors, not side effects. He bases his argument on Darwin’ s theory of sexual selection, which until now has played second fiddle to Darwin’ s theory of natural selection, and draws on ideas and research from a wide range of fields, including psychology, economics, history, and pop culture. Witty, powerfully argued, and continually thought-provoking, The Mating Mind is a landmark in our understanding of our own species."
046500802X,,,
965045641,,,
156030160,,,
743255488,,,
743234758,,,
743274032,,,
684852632,,,
743274024,,,
395959918,,,
842342702,,,
842332367,,,
842332294,,,
078622469X,,,
1586481983,,,
553378589,,,
805078533,,,
743273265,,,
1591397642,,Business & Economics,"Companies expect managers to use financial data to allocate resources and run their departments. But many managers can't read a balance sheet, wouldn't recognize a liquidity ratio, and don't know how to calculate return on investment. Worse, they don't have any idea where the numbers come from or how reliable they really are. In Financial Intelligence, Karen Berman and Joe Knight teach the basics of finance--but with a twist. Financial reporting, they argue, is as much art as science. Because nobody can quantify everything, accountants always rely on estimates, assumptions, and judgment calls. Savvy managers need to know how those sources of possible bias can affect the financials and that sometimes the numbers can be challenged. While providing the foundation for a deep understanding of the financial side of business, the book also arms managers with practical strategies for improving their companies' performance--strategies, such as ""managing the balance sheet,"" that are well understood by financial professionals but rarely shared with their nonfinancial colleagues. Accessible, jargon-free, and filled with entertaining stories of real companies, Financial Intelligence gives nonfinancial managers the financial knowledge and confidence for their everyday work. Karen Berman and Joe Knight are the owners of the Los Angeles-based Business Literacy Institute and have trained tens of thousands of managers at many leading organizations. Co-author John Case has written several popular books on management."
137903952,,,
312317085,,,
156007088,,,
446607436,,,
886771285,,,
015603252X,,,
60516054,,,
465092756,,,
525469788,,,
971030901,,,
60540907,,,
1402200455,,,
1574671456,,,
60934433,,,
375725970,,,
736910735,,,
083082619X,,,
787967416,,,
679737111,,,
679738169,,,
