id,title,isbn,page_count,publishing_date,form,publisher,language,author,illustrator,originally_published,genres,subject,awards,nominations,characters,description,sub_title
o6c5pTKMsmEC,"The Wings of Merlin (DIGEST) (Barron, T. a. Lost Years of Merlin, Bk. 5.)","9780441010240, 0441010245",271,2003,Paperback,Ace Books,English,T. A. Barron,,2000,"Fantasy, Science fiction, Fantasy Fiction, Children's literature, Speculative fiction","Merlin (Legendary character) -- Juvenile fiction, Wizards -- Juvenile fiction, Fantasy fiction, Wizards -- Fiction",,,,"The fifth and final volume of this series is now available in a digest-sized paperback. As the evil warlord Rhita Gawr prepares to wage war against the island of Fincayra, Merlin must unite the bickering factions of the magical isle to stand together against the dire threat. But first, Merlin must fight a greater battle--one within him. Reissue.",
YCvDPAAACAAJ,El Club Dante/ The Dante Club (Bestseller (Booket Numbered)),"9788432217203, 8432217204",586,2006,Paperback,Seix Barral,Spanish,"Matthew Pearl, Vicente Villacampa",,2003,"Novel, Mystery, Historical Fiction","Fiction / Mystery & Detective / General, Fiction / Thrillers / Suspense, Historical fiction, American fiction -- 20th century, American literature -- 20th century, Authors -- Fiction, Boston (Mass.) -- Fiction, Insects -- Fiction, Murderers -- Fiction, Spanish language materials -- Fiction",,CWA Ellis Peters Historical Dagger Award,,"Boston, 1865. A series of murders, all of them inspired by scenes in Dante's ""Inferno."" Only an elite group of America's first Dante scholars--Henry Wadsworth Longfellow, Oliver Wendell Holmes, James Russell Lowell, and J. T. Fields--can solve the mystery. With the police baffled, more lives endangered, and Dante's literary future at stake, the Dante Club must shed its sheltered literary existence and find the killer.",
ke-yK4EYGpoC,Utopia,"9780140449105, 0140449108",135,"January 30, 2003",Paperback,Penguin Publishing Group,English,Thomas More,,1516,"Fiction, Satire","Literary Collections / Essays, Philosophy / General, Philosophy / Political, Political Science / History & Theory, Political Science / Utopias, Fiction / Classics, Utopias, Utopias -- Early works to 1800, Utopies",,,,"In his most famous and controversial book, Utopia, Thomas More imagines a perfect island nation where thousands live in peace and harmony, men and women are both educated, and all property is communal. Through dialogue and correspondence between the protagonist Raphael Hythloday and his friends and contemporaries, More explores the theories behind war, political disagreements, social quarrels, and wealth distribution and imagines the day-to-day lives of those citizens enjoying freedom from fear, oppression, violence, and suffering. Originally written in Latin, this vision of an ideal world is also a scathing satire of Europe in the sixteenth century and has been hugely influential since publication, shaping utopian fiction even today.

For more than seventy years, Penguin h...",
UL6Cwv2Z1iQC,Frankenstein,"9780743487580, 0743487583",304,May 2004,Trade paperback,Simon & Schuster,English,Mary Shelley,,"January 1, 1818","Science fiction, Gothic fiction, Horror fiction","Fiction / Classics, Fiction / General, Fiction / Gothic, more",,,"Frankenstein's monster, Victor Frankenstein, Elizabeth Lavenza, Captain Robert Walton, Dr. Henry Clerval, Frankenstein","A timeless, terrifying tale of one man’s obsession to create life—and the monster that became his legacy. “If ever a book needed to be placed in context, it’s Frankenstein” (The New York Times Book Review).

A timeless, terrifying tale of one man's obsession to create life—and the monster that became his legacy.

This edition includes:
-A concise introduction that gives readers important background information
-A chronology of the author’s life and work
-A timeline of significant events that provides the book’s historical context
-An outline of key themes and plot points to help readers form their own interpretations
-Detailed explanatory notes
-Critical analysis, including contemporary and modern perspectives on the work
-Discussion ...",
3hmSQwAACAAJ,Frankenstein,"9780393964585, 0393964582",339,1996,Paperback,W.W. Norton,English,Mary Wollstonecraft Shelley,,"January 1, 1818","Science fiction, Gothic fiction, Horror fiction","Frankenstein (Fictitious character), more",,,"Frankenstein's monster, Victor Frankenstein, Elizabeth Lavenza, Captain Robert Walton, Dr. Henry Clerval, Frankenstein","Contemporary perspectives of the text are provided in two sections: Contexts helps place the novel in relation to the mind of its creator through writings by Mary Shelley, Percy Bysshe Shelley, Lord Byron, and John William Polidori; Nineteenth-Century Responses collects six reactions to the book from the years 1818 to 1886.

Criticism brings together twelve seminal essays. The emphasis is on range--both critical (psychoanalytic, mythic, new historicist, and feminist essays are included) and chronological (essays span the last thirty years). Christopher Small, George Lebine, Ellen Moers, Sandra M. Gilbert and Susan Gubar, Barbara Johnson, Mary Poovey, Gayatri Chakravorty Spivak, William Veeder, Anne K. Mellor, Susan Winnett, Marilyn Butler, and Lawrence Lipking provide diverse perspectives.

A Chronology and Selected Bibliography are also included.","The 1818 Text, Contexts, Nineteenth-century Responses, Modern Criticism"
daMcQgAACAAJ,The Faerie Queene,"9780460873918, 0460873911",575,1993,Paperback,Dent,English,Edmund Spenser,,1590,,"English poetry -- 16th century, Epic poetry, English (Old), Knights and knighthood -- Poetry, Virtues -- Poetry",,,"Redcrosse, Archimago, Belphoebe, Orgoglio, King Arthur, Gloriana","Part of the Everyman series which has been re-set with wide margins for notes and easy-to-read type. Each title includes a themed introduction by leading authorities on the subject, life-and-times chronology of the author, text summaries, annotated reading lists and selected criticism and notes.",Books I to III · Books 1-3
b7mquQAACAAJ,The Faerie Queene,"9781840221084, 1840221089",872,1999,Paperback,Wordsworth,English,"Edmund Spenser, James Cruickshank Smith, Ernest De Selincourt",,1590,,"Epic poetry, English, Knights and knighthood -- Poetry, Fugitive slaves -- Fiction -- Southern States, Slavery -- Fiction -- Southern States, Slaves -- Fiction -- Social conditions -- Southern States, Southern States -- Fiction",,,"Redcrosse, Archimago, Belphoebe, Orgoglio, King Arthur, Gloriana","This tale opens with the knight, Redcrosse, undertaking a quest in aid of his beloved, Una. In order to succeed, and be united with Una, Redcrosse must overcome his own human failings as well as the evil tricks of the magician Archimago.",
ng0Tg0FhRggC,To the Lighthouse,,209,1981,Paperback,Harcourt Brace Jovanovich,English,Virginia Woolf,,"May 5, 1927","Novel, Fiction, Modern literature","Domestic fiction, England -- Fiction -- Social life and customs, England -- Social life and customs -- Fiction, English -- Fiction -- Scotland, English fiction -- Scotland, Fiction / Classics, Fiction / Family Life / Marriage & Divorce, Fiction / Literary, Lighthouses -- Fiction, Loss (Psychology) -- Fiction, Married people -- Fiction, Married people -- Fiction -- England, Mothers -- Fiction -- Death, Psychological fiction, Skye, Island of (Scotland) -- Fiction, Stream of consciousness fiction, Summer resorts -- Fiction, Widowers -- Fiction, Families -- Fiction, Marriage -- Fiction, Marriage -- Fiction -- England, Parenthood -- Fiction",,,"Mrs. Ramsay, Mr. Ramsay, Charles Tansley, Lily Briscoe, James Ramsay","""A classic for a reason. My mind was warped into a new shape by her prose and it will never be the same again."" -- Greta Gerwig
The authorized, original edition of one of the great literary masterpieces of the twentieth century: a miraculous novel of family, love, war, and mortality, with a foreword from Eudora Welty.
From the seemingly trivial postponement of a visit to a nearby lighthouse, Woolf constructs a remarkable, moving examination of the complex tensions and allegiances of family life and conflict between men and women.
To the Lighthouse is made up of three powerfully charged visions into the life of the Ramsay family living in a summer house off the rocky coast of Scotland. There's the serene and maternal Mrs. Ramsay, the tragic yet absurd Mr. Ramsay,...",
cbAnAQAAMAAJ,The Diary of Virginia Woolf: 1936-1941,,424,1977,Paperback,Harcourt Brace Jovanovich,English,Virginia Woolf,,,,"Authors, English -- Biography -- 20th century, Authors, English -- Diaries -- 20th century, Novelists, English -- Diaries -- 20th century",,,,"Virginia Woolf was fifty-four on January 25, 1936, some three weeks after this final volume of her diary opens. Its last page was written four days before she drowned herself on March 28, 1941. Edited by Anne Olivier Bell, assisted by Andrew McNeillie; Index; maps.",Volumes 4-5
Sh6zVn1-5vkC,Doctor Faustus and Other Plays,"9780192834454, 0192834452",503,1998,Paperback,Oxford University Press,English,Christopher Marlowe,,,,"Faust (Legendary character -- Drama, Jews -- Drama -- Malta, Magicians -- Drama -- Germany, English drama, Germany, Historical drama, English, Magicians in literature",,,,"Christopher Marlowe (1564-1593), a man of extreme passions and a playwright of immense talent, is the most important of Shakespeare's contemporaries. This edition offers his five major plays, which show the radicalism and vitality of his writing in the few years before his violent death.
Tamburlaine Part One and Part Two deal with the rise to world prominence of the great Scythian shepherd-robber; The Jew of Malta is a drama of villainy and revenge; Edward II was to influence Shakespeare's Richard II. Doctor Faustus, perhaps the first drama taken from the medieval legend of a man
who sells his soul to the devil, is here in both its A- and its B- text, showing the enormous and fascinating differences between the two.
Under the General Editorship of Dr. Michael Cordner of the University of York, the texts of the plays have been newly edited and are presented with modernized spelling and punctuation. In addition, there is a scholarly introduction and detailed annotation.",
X_Z9aSqA4lAC,Touching the Void,"9780060730550, 0060730552",218,"February 3, 2004",Paperback,HarperCollins,English,Joe Simpson,,1988,,"Sports & Recreation / General, Sports & Recreation / Mountaineering, Travel / Special Interest / Adventure, Autobiography, Biography & Autobiography / Sports, Mountaineering -- Peru -- Huayhuash, Cordillera -- Case studies -- Search and rescue operations, Mountaineers -- Biography -- Great Britain, Mountain Climbing-Survival, Mountaineering -- Andes -- Peru, Mountaineering -- Peru -- Huayhuash, Cordillera, Mountaineering -- Peru -- Huayhuash, Cordillera -- Search and rescue operations, Mountaineering -- Peru -- Huayhuash, Cordillera -- Search and rescue operations -- Case studies, Mountaineering accidents -- Peru -- Huayhuash, Cordillera, Sivla Grande (Peru)",NCR Book Award,NCR Book Award,,"Joe Simpson and his climbing partner, Simon Yates, had just reached the top of a 21,000-foot peak in the Andes when disaster struck. Simpson plunged off the vertical face of an ice ledge, breaking his leg. In the hours that followed, darkness fell and a blizzard raged as Yates tried to lower his friend to safety. Finally, Yates was forced to cut the rope, moments before he would have been pulled to his own death.
The next three days were an impossibly grueling ordeal for both men. Yates, certain that Simpson was dead, returned to base camp consumed with grief and guilt over abandoning him. Miraculously, Simpson had survived the fall, but crippled, starving, and severely frostbitten was trapped in a deep crevasse. Summoning vast reserves of physical and spiritual strength, Sim...",The True Story of One Man's Miraculous Survival
Fp1PEAAAQBAJ,Thin Air,"9780425152904, 0425152901",304,"April 1, 1996",Paperback,Penguin Publishing Group,English,Robert B. Parker,,May 1995,"Mystery, Detective fiction","Fiction / Crime, Fiction / Thrillers / Crime, Fiction / Thrillers / Suspense, Boston (Mass.) -- Fiction, Fiction / Mystery & Detective / Hard-Boiled, Private investigators -- Fiction -- Massachusetts -- Boston, Spenser (Fictitious character) -- Fiction, Detective and mystery stories, Kidnapping -- Fiction, Private investigators -- Fiction",,,,"When a Boston police detective's adored young bride, Lisa St. Claire, disappears without a trace, he enlists Spenser's help in tracking her down. Sleuthing from a New England college campus to the slick sports clubs of L.A., Spenser discovers all about Lisa -including her past history of prostitution, substance abuse, and self-destructive love affairs - and suspects she is being held prisoner by her sociopathic Latino ex-lover in his crumbling tenement fortress deep within the barrio of a burned-out Massachusetts mill town. Accompanied by a Chicano shooter with an ironclad attitude and an unflinching sense of honor, Spenser sets in motion a complex plan to rescue Lisa. As he wheels and deals with boozy, broken cops and messianic local warlords, he is forced to face some brutal truths and question the very meaning of passion, manhood, and justice.",
AGRBvgAACAAJ,The State of the Art,"9781892389381, 189238938X",188,November 2004,Hardcover,Night Shade,English,Iain Banks,,1989,"Science fiction, Slipstream genre","Fiction / Science Fiction / Action & Adventure, Fiction / Science Fiction / Alien Contact, Fiction / Science Fiction / Collections & Anthologies, Fiction / Science Fiction / Hard Science Fiction, Fiction / Science Fiction / Military, Short stories",,,,"Iain M. Banks' only short-story collection, never before published in the US.

Contents:

* Road of Skulls
* A Gift from the Culture
* Odd Attachment
* Descendant
* Cleaning Up
* Piece
* The State of the Art
* Scratch
* A Few Notes On the Culture

Skyhorse Publishing, under our Night Shade and Talos imprints, is proud to publish a broad range of titles for readers interested in science fiction (space opera, time travel, hard SF, alien invasion, near-future dystopia), fantasy (grimdark, sword and sorcery, contemporary urban fantasy, steampunk, alternative history), and horror (zombies, vampires, and the occult and supernatural), and much more. While not every title we publish becomes a New York Times bestseller, a national bestseller, or a Hugo or Nebula award-winner, we are committed to publishing quality books from a diverse group of authors.",
io0JAAAACAAJ,The player of games,"9780061053566, 0061053562",293,1997,Trade paperback,HarperPrism,English,Iain Banks,,August 1988,"Science fiction, Novel","Computer games -- Fiction, Fantasy fiction, Science fiction",Tähtivaeltaja Award,Locus Award for Best Science Fiction Novel,,"The Culture-a human/machine symbiotic society-has thrown up many great Game Players, and one of the greatest is Gurgeh. Jernau Morat Gurgeh. The Player of Games. Master of every board, computer and strategy. Bored with success, Gurgeh travels to the Empire of Azad, cruel and incredibly wealthy, to try their fabulous game-a game so complex, so like life itself that the winner becomes emperor. Mocked, blackmailed, almost murdered, Gurgeh accepts the game, and with it the challenge of his life-and very possibly his death.",
gf-NEAAAQBAJ,Feersum Endjinn,"9780553374599, 0553374591",311,June 1995,Trade paperback,Random House Worlds,English,Iain Banks,,1994,"Science fiction, Novel","Fiction / Fantasy / Action & Adventure, Fiction / Science Fiction / Action & Adventure, Fiction / Thrillers / Suspense, End of the world -- Fiction, Science fiction, Science fiction, English, Computer networks -- Fiction, Virtual reality -- Fiction",BSFA Award for Best Novel,Locus Award for Best Science Fiction Novel,,"Ever since his stunning novel The Wasp Factory set readers on fire, Iain M. Banks has been defying category and convention with his thrilling speculative fiction. Now he goes a step beyond his previous imaginative journeys to create his most exciting and provocative science fiction novel yet.

Count Alandre Sessine VII has already died seven times. He has only one life left - one last chance to catch his killer. His only clues point to a conspiracy beyond his own murder. For a catastrophe is fast approaching the earth from which there is no escape - until a loophole through apocalypse is discovered. And a chosen few will do anything to keep it a secret.

Someone has betrayed Sessine, killed him before he could uncover the truth. Now he has three days before his funeral ...",A Novel
SEpCrFCkwscC,Galileo's Daughter,"9781857027129, 1857027124",429,2000,Paperback,Fourth Estate,English,Dava Sobel,,October 1999,,"Astronomers -- Biography -- Italy, Italy -- History -- 1559-1789, Nuns -- Biography -- Italy",,Pulitzer Prize for Biography or Autobiography,,"While Galileo Galilei was under house arrest, accused of heresy for his claim that the earth revolved around the sun, his daughter Virginia, a cloistered nun, proved to be her father's greatest source of strength through the difficult years of his trial and persecution. Winner of the Christopher Award and named a Notable Book of the Year by the ""New York Times"". Illustrations.","A Drama of Science, Faith and Love"
hfAh68NzvewC,Alentejo Blue,"9780743293037, 0743293037",240,2006,Hardcover,Scribner,English,Monica Ali,,"January 1, 2006",,"Portugal -- Fiction -- Social life and customs, Alentejo (Portugal) -- Fiction, Biographical fiction, Historical fiction, Village communities -- Fiction",,,,"""Alentejo Blue"" is the story of a village community in Portugal, told through the lives of men and women whose families have lived there for generations and some who are passing through. For Teresa, a beautiful girl not yet twenty, Mamarrosa is a place from which to escape. For the dysfunctional Potts family, it is a way of running from trouble (though not eluding it). Vasco, a cafe owner who has never recovered from the death of his American wife, clings to a notion that his years away from the village, in the States, make him superior. One English tourist fantasizes about making a new life in Mamarrosa; for her compatriots, a young engaged couple, Mamarrosa is where their dreams fall apart.
At the opening of ""Alentejo Blue,"" an old man reflects on his long and troubled life in thi...",Fiction
JVB4PwAACAAJ,One More for the Road,"9780743440745, 0743440749",289,2003,Paperback,Earthlight,English,Ray Bradbury,,March 2002,"Short story, Science fiction, Fantasy, Fantasy Fiction","Fantasy fiction, American, Fantasy, American",,,,"Ray Bradbury provides readers with tales of abandoned places and betrayed love, of a house where time has no boundaries, of a faraway planet plagued by an epidemic of sorrow, a wheat field that hides a strangely welcome enemy, the ghosts of dear friends and of errant sons and lost fathers.",A New Story Collection
ubfggYDjbiEC,Half of a Yellow Sun,"9781400044160, 1400044162",435,2006,Hardcover,Alfred A. Knopf,English,Chimamanda Ngozi Adichie,,2006,"Novel, Historical Fiction, Political fiction","Fiction / Literary, Fiction / Political, Historical fiction, Nigeria -- Fiction -- History -- Civil War, 1967-1970 -- 1960-, Nigeria -- Fiction -- Politics and government -- 1960- -- History -- Civil War, 1967-1970, Political fiction","Women's Prize for Fiction, Anisfield-Wolf Book Award for Fiction, PEN Open Book Award",National Book Critics Circle Award for Fiction,"Kainene, Olanna, Odenigbo, Ugwu, Baby, Richard","A masterly, haunting new novel from a writer heralded byThe Washington Post Book Worldas “the 21st-century daughter of Chinua Achebe,”Half of a Yellow Sunre-creates a seminal moment in modern African history: Biafra’s impassioned struggle to establish an independent republic in Nigeria in the 1960s, and the chilling violence that followed.             With astonishing empathy and the effortless grace of a natural storyteller, Chimamanda Ngozi Adichie weaves together the lives of three characters swept up in the turbulence of the decade. Thirteen-year-old Ugwu is employed as a houseboy for a university professor full of revolutionary zeal. Olanna is the professor’s beautiful mistress, who has abandoned her life of privilege in Lagos ...",
JGFVswEACAAJ,The World's Last Night,"9780156027717, 0156027712",132,"November 4, 2002",Paperback,Harcourt Brace,English,Clive Staples Lewis,,1960,,"Apologetics -- Popular works, Christianity, End of the world, Good works (Theology), Prayer -- Christianity, Religion and science, Spirituality, Spirituality -- Christianity",,,,"“We are not the playwright, we are not the producer, we are not even the audience. We are on the stage. To play well the scenes in which we are ""on"" concerns us much more than to guess about the scenes that follow it.”

In these seven witty, lucid, and tough-minded essays, the famous, infamous Screwtape makes a special appearance, proposing a toast that brilliantly explores the many opportunities for exploiting evil in the world. Lewis also considers the evidence for whether and how prayer works, plays with the meaning of the words “I believe,” and asks what happens to our concept of God when we send rockets into outer space. And, in a moving final piece, he forces us to wonder how we should live if any day might bring the world’s last night. Anyone who ever appreciated his un...",And Other Essays
AW3z38T3u7YC,Civilization and its Discontents,"9780393059953, 0393059952",192,January 2005,Hardcover,Norton,English,Sigmund Freud,,,,"Civilization, Psychoanalysis, Psychology / Movements / Psychoanalysis",,,,"Civilization and Its Discontents may be Sigmund Freud's best-known work. Originally published in 1930, it seeks to answer ultimate questions: What influences led to the creation of civilization? How did it come to be? What determines its course? In this seminal volume of twentieth-century thought, Freud elucidates the contest between aggression, indeed the death drive, and its adversary eros. He speaks to issues of human creativity and fulfillment, the place of beauty in culture, and the effects of repression.

Louis Menand, author of the Pulitzer Prize-winning The Metaphysical Club, contributor to The New Yorker, and professor of English at Harvard University, reflects on the importance of this work in intellectual thought and why it has become such a landmark book for the history of ideas.

Not available in hardcover for decades, this beautifully rendered anniversary edition will be a welcome addition to readers' shelves",
zgJdAAAAMAAJ,In Search of Lost Time Volume V The Captive & The Fugitive,,992,2003,Paperback,Random House Publishing Group,English,"Marcel Proust, D.J. Enright",,,,"Fiction / Classics, Fiction / Literary, Fiction / Psychological, France -- Fiction -- Social life and customs, France -- Fiction -- Social life and customs -- 19th century, Villages -- Fiction -- France, Authors, French -- 20th century, Authors, French -- Fiction, Autobiographical fiction, French fiction -- Translations into English, Manners and customs, Psychological fiction, Reminiscing -- Fiction",,,,"The Modern Library’s fifth volume of In Search of Lost Time contains both The Captive (1923) and The Fugitive (1925). In The Captive, Proust’s narrator describes living in his mother’s Paris apartment with his lover, Albertine, and subsequently falling out of love with her. In The Fugitive, the narrator loses Albertine forever. Rich with irony, The Captive and The Fugitive inspire meditations on desire, sexual love, music, and the art of introspection.

For this authoritative English-language edition, D. J. Enright has revised the late Terence Kilmartin’s acclaimed reworking of C. K. Scott Moncrieff’s translation to take into account the new definitive French editions of Á la recherché du temps perdu (the final volume of these new editions was published by the Bibliothèque de la Pléiade in 1989).",
DxhhgrjR7cEC,Dostoevsky,"9781904341277, 1904341276",164,2003,Paperback,Haus Pub.,English,Richard Freeborn,,2003,,"Novelists, Russian -- Biography -- 19th century",,,,"Fyodor Dostoevsky is known as the author of some of the most important Russian novels of the 19th Century. His greatness is his command of a multitude of human factors, from the most saintly to the most pathological, delineating the deepest emotional states from the perversely criminal and the profoundest sense of evil to a sublime belief in a Christian God. Throughout, as this biography shows, he never became detached from the realities of the Russian world. Book jacket.",
OT3CDwAAQBAJ,Dostoevsky,"9780691014524, 0691014523",395,1986,Paperback,Princeton University Press,English,Joseph Frank,,1986,,"Literary Criticism / General, Literary Criticism / Russian & Soviet, Novelists, Russian -- Biography -- 19th century, Russia -- Intellectual life -- 1801-1917, Soviet Union -- Intellectual life -- 1801-1917",,Pulitzer Prize for Biography or Autobiography,,"""This volume, the third of five in Joseph Frank's widely acclaimed biography of Dostoevsky, begins with the writer's return to St. Petersburg, after a ten-year Siberian exile. Having met with sudden fame as the highly praised young author of Poor Folk in 1845, Dostoevsky was abruptly forgotten after his arrest and exile for political conspiracy. He came back to the capital determined to reestablish his literary reputation. Now as the editor of and writer for two literary journals that joined in the cultural and social ferment of Russia in the early 1860s, Dostoevsky was to discover the themes that would underlie his mature masterpieces. Frank describes the intricate process of the novelist's self-definition, in interaction with all the forces of the ""stir of liberation"" under Alexander II."" --Cover.","The Stir of Liberation, 1860-1865 · Volume 3"
4GoqCBBBCl8C,"Dostoevsky, Kierkegaard, Nietzsche & Kafka","9780684825892, 0684825899",192,"May 13, 1997",Paperback,Scribner,English,William Hubben,,1952,,"Philosophy / Criticism, Philosophy / General, Philosophy / History & Surveys / Modern, Philosophy / Movements / Existentialism, Existentialism in literature, Literary Criticism / General, Existentialism",,,,"How four of Europe’s most mysterious and fascinating writers shaped the modern mind.

Dostoevsky, Kierkegaard, Nietzsche, and Kafka were all outsiders in their societies, unable to fit into the accepted nineteenth-century categories of theology, philosophy, or belles lettres. Instead, they saw themselves both as the end products of a dying civilization and as prophets of the coming chaos of the twentieth century. In this brilliant combination of biography and lucid exposition, their apocalyptic visions of the future are woven together into a provocative portrait of modernity.

“This small book has a depth of insight and a comprehensiveness of treatment beyond what its modesty of size and tone indicates. William Hubben…sees the spiritual destiny of Europe as one of transcending these masters. But to be transcended, their message must first be absorbed, and that is why the study of them is so important to us now.” —William Barrett, The New York Times",
TU5ZDwAAQBAJ,Dostoevsky,"9780691014227, 0691014221",344,"January 1, 1987",Paperback,Princeton University Press,English,Joseph Frank,,1983,,"Literary Criticism / General, Literary Criticism / Russian & Soviet, Authors, Russian -- Biography -- 19th century, Authors, Russian -- Biography -- 19th century -- Biography, Authors, Russian 19th century Biography, Novelists, Russian -- Biography -- 19th century, Russia -- Intellectual life -- 1801-1917, Soviet Union Intellectual life 1801-1917",National Book Critics Circle Award for Biography/Autobiography,,,"This present volume is the second in a series dealing with the life and works of Dostoevsky [...] during the ten years [he] spent first in solitary confinement, then in a prison camp in Siberia, and finally as a soldier in one of the Siberian regiments of the Russian army. --Preface.","The Years of Ordeal, 1850-1859"
u6uq0j0EIjYC,The Possessed,"9781593082505, 1593082509",736,1936,Paperback,Modern library,English,Fyodor Dostoyevsky,,,,"Fiction / Classics, Nihilism -- Fiction, Political fiction, Russia -- Fiction, Russia -- Fiction -- Social life and customs -- 1533-1917, Terrorists -- Fiction -- Russia, Revolutionaries -- Fiction -- Russia (Federation), Russia -- Fiction -- History -- 1801-1917, Terrorists -- Fiction",,,,"The Possessed, by Fyodor Dostoevsky, is part of the Barnes & Noble Classics series, which offers quality editions at affordable prices to the student and the general reader, including new scholarship, thoughtful design, and pages of carefully crafted extras. Here are some of the remarkable features of Barnes & Noble Classics: New introductions commissioned from todays top writers and scholars Biographies of the authors Chronologies of contemporary historical, biographical, and cultural events Footnotes and endnotes Selective discussions of imitations, parodies, poems, books, plays, paintings, operas, statuary, and films inspired by the work Comments by other famous authors Study questions to challenge the readers viewpoints and expectations Bibliographies for further reading Ind...",
DndAPgAACAAJ,Идиот,"9785170211579, 5170211570",621,May 2003,Hardcover,АСТ,Russian,Fyodor Dostoyevsky,,,,Russia -- Fiction -- Social life and customs -- 1533-1917,,,,,роман
rHiMEAAAQBAJ,Money,"9780099461883, 0099461889",394,"May 2, 2005",Paperback,Random House UK,English,Martin Amis,,1984,"Novel, Fiction","Fiction / Literary, Fiction / Urban & Street Lit, Suicide -- Fiction, Consumers -- Fiction, Money -- Fiction, Television producers and directors -- Fiction",,,,"John Self is a consumer extraordinaire.

Rolling between London and New York he closes movie deals and spends feverishly, all the while grabbing everything he can to sate his massive appetites: alcohol, tobacco, pills, pornography and mountains of junk food.

But John’s excesses haven’t gone unnoted. Menaced by a phone stalker, his high-wire, hoggish lifestyle is about to bring him face-to-face with the secret of his success.

'Terribly, terminally funny: laughter in the dark, if ever I heard it' Guardian",
E4RIzqTmSFQC,Virginia Woolf,"9780156935807, 0156935805",530,1974,Paperback,Harcourt Brace Jovanovich,English,Quentin Bell,,1972,,"Authors, English -- Biography -- 20th century, Novelists, English -- Biography -- 20th century, Women authors, English -- Biography -- 20th century, Women novelists, English -- Biography -- 20th century",,,,"Using excerpts from family journals as well as pieces of Virginia's own correspondence and diaries, Bell has created an unparalleled portrait of his aunt and provides a view of Bloomsbury life as only a family member could.",A Biography · Volumes 1-2
g8JTvQEACAAJ,The Common Reader,"9780156027786, 015602778X",272,1984,Paperback,Harcourt Brace Jovanovich,English,Virginia Woolf,,1925,,"English literature -- History and criticism, Literary Collections / Essays, Literary Collections / European / English, Irish, Scottish, Welsh, Literary Criticism / European / English, Irish, Scottish, Welsh, Literature, Modern -- History and criticism",,,,"In Virginia Woolf's first collection of essays, published in 1925, she attempts to see literature from the point of view of the 'common reader' - someone whom she, with Dr Johnson, distinguished from the critic and the scholar. She read, and wrote, as an outsider: a woman set to school in her father's library, denied the educational privileges of her male siblings - and with no fixed view of what constitutes 'English Literature'. What she produced is an eccentric and unofficial literary and social history from the fourteenth to the twentieth century, with an excursion to ancient Greece thrown in. She investigates medieval England, tsarist Russia, Elizabethan playwrights, Victorian novelists and modern essayists. When she published this book Woolf's fame as a novelist was already established: now she was hailed as a brilliant interpretative critic. Here, she addresses her 'common reader' in the remarkable prose and with all the imagination and gaiety that are the stamp of her genius.",First series
SSo4AAAAIAAJ,Flush,"9780156319522, 0156319527",185,1933,Paperback,"Harcourt, Brace",English,Virginia Woolf,,1933,"Fiction, Non-fiction","Biography & Autobiography / General, Dogs -- Anecdotes -- Folklore -- Fiction -- Biography, Dogs -- Fiction, Dogs -- Folklore, Dogs -- Legends and stories, Dogs -- Legends and stories -- Fiction -- Legends and stories -- Fiction, England -- Fiction, Flush (Dog), Flush (Dog) -- Fiction, Human-animal relationships -- Fiction, Human-animal relationships -- Fiction -- England, Women dog owners -- Fiction, Women dog owners -- Fiction -- England, Women poets, English -- Fiction -- 19th century",,,,"This story of Elizabeth Barrett Browning's cocker spaniel, Flush, enchants right from the opening pages. Although Flush has adventures of his own with bullying dogs, horrid maids, and robbers, he also provides the reader with a glimpse into Browning's life. Introduction by Trekkie Ritchie.",A Biography
u_ZPY9VBJA8C,The Storm,,80,September 2003,Paperback,Simon & Schuster Children's Publishing,English,Cynthia Rylant,Preston McDaniels,"September 1, 2002",,"Juvenile Fiction / Action & Adventure / General, Juvenile Fiction / Animals / Mice, Hamsters, Guinea Pigs, etc., Juvenile Fiction / Family / Adoption, Juvenile Fiction / General, Juvenile Fiction / Readers / Chapter Books, Cats -- Fiction, Cats -- Juvenile fiction -- Fiction, Dogs -- Fiction, Dogs -- Juvenile fiction -- Fiction, Juvenile Fiction / Animals / Cats, Juvenile Fiction / Animals / Dogs, Juvenile Fiction / Social Themes / General, Lighthouses -- Fiction, Lighthouses -- Juvenile fiction -- Fiction, Mice -- Fiction, Mice -- Juvenile fiction -- Fiction, Animals -- Juvenile fiction, Cats -- Juvenile fiction, Dogs -- Juvenile fiction, Lighthouses -- Juvenile fiction, Local author, Mice -- Juvenile fiction",,,,"Life with only the sea can be lonely. Just ask Pandora and Seabold. They've lived most of their lives with the sea -- Pandora in a lighthouse and Seabold on a boat -- and they're each quite used to being alone. Or they were.
But one day, the sea did something extraordinary: It brought Pandora and Seabold together! And even better, the sea gave them the ingredients for an adventure that neither of them had considered before-an adventure called ""family.""",
