id,title,isbn,page_count,publishing_date,form,publisher,language,author,illustrator,originally_published,genres,subject,awards,nominations,characters,description,sub_title
UCWwQgAACAAJ,Brief Interviews with Hideous Men,"9780349111889, 034911188X",273,2001,Paperback,Abacus,English,David Foster Wallace,,"May 28, 1999","Short story, Fiction, Anthology","Misogyny -- Fiction, American fiction -- 20th century, Man-woman relationships -- Fiction",,,,"In his startling and singular new short story collection, David Foster Wallace nudges at the boundaries of fiction with inimitable wit and seductive intelligence. Among the stories are 'The Depressed Person', a dazzling and blackly humorous portrayal of a woman's mental state; 'Adult World', which reveals a woman's agonised consideration of her confusing sexual relationship with her husband; and 'Brief Interviews with Hideous Men', a dark, hilarious series of portraits of men whose fear of women renders them grotesque. Wallace's stories present a world where the bizarre and the banal are interwoven and where hideous men appear in many different guises. Thought-provoking and playful, this collection confirms David Foster Wallace as one of the most imaginative young writers around. Wallac...",
8o_vPQAACAAJ,Las rubias de 5th Avenue,"9788497935883, 8497935888",297,2005,,Debolsillo,Spanish,Plum Sykes,,"April 7, 2004","Novel, Chick lit, Romance novel, Humor, Bildungsroman, Fantasy Fiction","Literary Collections / General, British -- Fiction -- New York (State) -- New York, Humorous stories, Manhattan (New York, N.Y.) -- Fiction, Rich people -- Fiction, Women -- Fiction -- New York (State) -- New York",,,,Plum Sykes consigue una sátira divertidísima sobre las pobres niñas ricas que lo único que buscan en la vida es l'amour... Y un nuevo par de tejanos Chloé.,
wZc-0xsyJIsC,What Color Is Your Parachute?,,382,2006,Hardcover,Ten Speed Press,English,Richard Nelson Bolles,,1972,"Self-help book, Reference work","Career changes, Job hunting, Vocational guidance, Applications for positions",,,,"What Color Is Your Parachute? is still the best-selling job-hunting book in the world. A favourite of job hunters and career changers for more than three decades, it continues to be a mainstay on best-seller lists, from Amazon.com to BusinessWeek to the New York Times, where it has spent five and a half years. The 2007 edition is an even more useful book, with its updated inspiring and detailed plan for changing readers' lives. With new examples, instructions, and cautionary advice, the 2007 Parachute holds its place as, to quote Fortune magazine, the gold standard of career guides.",A Practical Manual for Job-Hunters and Career-Changers
MRT-Wf9x_qQC,Genji monogatari,"9784770027726, 4770027729",239,"October 26, 2001",Paperback,Kodansha International,English,"紫式部, Donald Keene","Masayuki Miyata, 宮田 雅之",,"Fiction, Parable, Chivalric romance","Literary Collections / General, Aristocracy (Social class) -- Fiction -- Japan, Japan -- Fiction -- Social life and customs -- 794-1185, Japan -- Fiction -- Social life and customs -- To 1600, Japan -- Fiction -- Social life and customs -- To 1600 -- 794-1185, Princes -- Fiction -- Japan",,,,"A lushly illustrated edition of a world classic
The third in this series of illustrated Japanese classics, The Tale of Genji again combines Miyata's captivating paper cut-outs with a modern retelling of a vintage story. This well-known tale of the amorous adventures of Prince Genji is widely considered world literature's first novel, and with
its precise and poetic prose, it is also considered one of its finest.
Written with precision by a lady of the Japanese court, Genji's Don Juan-like clandestine rendezvous with lovers in their perfumed boudoirs or on mossy moonlit garden paths, continues to intrigue lovers of literature. What sets Genji apart from the typically carefree playboy is the intensity of his
emotional attachment for each of his lovers. Long after an affair has ended, Genji continues to cherish the encounter. His is an age-old tale, as well as a poignant and brilliant portrait of Japan's ancient court life.",
KvyLDQAAQBAJ,The No. 1 Ladies' Detective Agency,"9781400034772, 1400034779",235,2002,Paperback,Knopf Doubleday Publishing Group,English,Alexander McCall Smith,,1998,"Mystery, Detective fiction","Fiction / Humorous / General, Fiction / Mystery & Detective / Women Sleuths, Fiction / Women, Africa -- Fiction, Botswana -- Fiction, Detectives -- Africa, Domestic fiction, No. 1 Ladies' Detective Agency (Imaginary organization) -- Fiction, Ramotswe, Precious (Fictitious character) -- Fiction, Women private investigators -- Fiction -- Botswana, Detective and mystery stories, Ramotswe, Precious (Fictitious character).",Swedish Academy of Crime Writers’ Award for Best Translated Crime Novel,,,"Fans around the world adore the bestselling No. 1 Ladies’ Detective Agency series and its proprietor, Precious Ramotswe, Botswana’s premier lady detective. In this charming series, Mma  Ramotswe—with help from her loyal associate, Grace Makutsi—navigates her cases and her personal life with wisdom, good humor, and the occasional cup of tea.

This first novel in Alexander McCall Smith’s widely acclaimed The No. 1 Ladies Detective Agency series tells the story of the delightfully cunning and enormously engaging Precious Ramotswe, who is drawn to her profession to “help people with problems in their lives.” Immediately upon setting up shop in a small storefront in Gaborone, she is hired to track down a missing husband, uncover a con man, and follow a wayward daughter. But the ...",
TgsEAAAACAAJ,O is for Old Dominion,"9781585361618, 1585361615",40,"September 30, 2005",Hardcover,Sleeping Bear Press,English,Pamela Duncan Edwards,Troy Howell,"September 30, 2005","Children's literature, Children's non-fiction literature","Alphabet books, Juvenile Nonfiction / History / United States / State & Local, Juvenile Nonfiction / People & Places / United States / General, Virginia -- Juvenile literature, English language -- Juvenile literature -- Alphabet",,,,"From Arlington National Cemetery (once part of Robert E. Lee's homestead) to magnificent Monticello, Virginia has always had a prominent place in American history. Jamestown, Williamsburg, and even the Pentagon are just a few of the many places highlighted in O is for Old Dominion. Readers will also be introduced to such history makers as George Washington, Patrick Henry, and Booker T. Washington. Pamela Duncan Edwards came from England to live in Virginia twenty years ago and fell in love with her new home. Pamela was a children's librarian before becoming the author of nearly twenty-five picture books. She thinks Virginia is the most beautiful state and hopes she will live there forever. Pamela makes her home in Vienna, Virginia. Artist Troy Howell has had a prolific career as a child...",A Virginia Alphabet
-1RQAAAAMAAJ,Scenes of Early Childhood,,,2006,,Fantagraphics Books.,English,Chris Ware,,,,"Comic books, strips, etc, Underground comic books, strips, etc -- Periodicals",,,,,
4H8SfpY__OQC,Awakening at Midlife,"9781573226325, 1573226327",384,September 1997,Paperback,Penguin Publishing Group,English,Kathleen A. Brehony,,1996,,"Family & Relationships / Life Stages / Mid-Life, Psychology / Developmental / Adulthood & Aging, Self-Help / Aging, Aging -- Psychological aspects, Middle age -- Psychological aspects, Middle-aged persons -- Psychology, Midlife crisis",,,,"Fraught with physical, relational, professional, and psychological changes, midlife can be a challenging time. But according to Jungian-oriented psychotherapist Kathleen Brehony, ""tranformation at midlife offers unparalleled opportunities for a rich, meaningful second half of life.""With special sections on recovering childhood dreams, enriching creative expression, learning to appreciate our physical selves, heightening consciousness, and more, this guide is a wake-up call for anyone who wants to reassess one's beliefs and find a path that leads to greater fulfillment, happiness, and passion for life's journey.","A Guide to Reviving Your Spirit, Recreating Your Life, and Returning to Your Truest Self"
xOOgRlo5SgQC,Reading Lolita in Tehran,"9780812971064, 081297106X",356,2004,Paperback,Random House Publishing Group,English,Azar Nafisi,,2003,,"Biography & Autobiography / Personal Memoirs, Biography & Autobiography / Women, Social Science / Women's Studies, American literature -- Study and teaching -- Iran, Books and reading -- Iran, English literature -- Study and teaching -- Iran, English teachers -- Biography -- Iran, Group reading -- Iran, Intellectuals -- Attitudes -- Iran, Iran -- Intellectual life -- Social conditions -- 1979-1997, Literary Criticism / General, Literature and state -- Iran, Women -- Books and reading -- Iran, Women -- Books and reading -- Iran -- Intellectual life -- Social conditions -- 20th century",Indies Choice Book Award for Adult Nonfiction,,,"#1 NEW YORK TIMES BESTSELLER • We all have dreams—things we fantasize about doing and generally never get around to. This is the story of Azar Nafisi’s dream and of the nightmare that made it come true.

For two years before she left Iran in 1997, Nafisi gathered seven young women at her house every Thursday morning to read and discuss forbidden works of Western literature. They were all former students whom she had taught at university. Some came from conservative and religious families, others were progressive and secular; several had spent time in jail. They were shy and uncomfortable at first, unaccustomed to being asked to speak their minds, but soon they began to open up and to speak more freely, not only about the novels they were reading but also about themselves, their...",A Memoir in Books
iuNtwgEACAAJ,Fahrenheit 451,"9788445074879, 8445074873",195,2004,Paperback,Long Beach Public Library Foundation,English,Ray Bradbury,,"October 19, 1953","Novel, Science fiction, Dystopian Fiction, Political fiction","Political fiction, Science fiction, Book burning -- Fiction, more","Prometheus Hall of Fame Award, Retro Hugo Award for Best Novel",Retro Hugo Award for Best Novel,"Guy Montag, Clarisse McClellan, Faber, Beatty, Mildred Montag, Mrs. Ann Bowles, Mrs. Clara Phelps, Stoneman, Black, Granger","Fahrenheit 451 is a 1953 dystopian novel by American writer Ray Bradbury. It presents an American society where books have been personified and outlawed and ""firemen"" burn any that are found.",
JH5JPgAACAAJ,Jurassic Park,"9780307348135, 030734813X",467,April 2006,Paperback,"Plaza & Janes Editories, S.A.",Spanish,"Michael Crichton, Daniel Yagolkolwski",,"November 20, 1990","Novel, Science fiction, Fantasy Fiction, Techno-thriller",,Audie Award for Science Fiction,"Audie Award for Science Fiction, Locus Award for Best Science Fiction Novel, Audie Award for Best Male Narrator","John Hammond, Ian Malcolm, Alan Grant, Lex Murphy, Tim Murphy","En esta espectacular novela, los dinosaurios vuelven a conquistar la Tierra. En una isla remota, un grupo de hombres y mujeres emprende una carrera contra el tiempo para evitar un desastre mundial provocado por la desmedida ambición de comercializar la ingeniería genética. Pero todos los esfuerzos resultarán vanos cuando el inescrupuloso proyecto quede fuera de control y el mundo a merced de unas bestias monstruosas... Parque Jurásico, la novela más célebre de Michael Crichton y una de las más leídas en los últimos años, fue adaptada al cine por Steven Spielberg en una película que se convirtió en el gran acontecimiento cinematográfico de 1993 y en el origen del fenómeno de masas llamado ""dinomanía"". “Una joya de la fantasía científica.” El País",
ZwNwDwAAQBAJ,The Metamorphosis: The Illustrated Edition,"9781400052998, 1400052998",80,2003,Paperback,Crown,English,"Franz Kafka, Kerstin Hasenpusch",Peter Kuper,,,"Comics & Graphic Novels / Adaptations, Comics & Graphic Novels / Fantasy, Comics & Graphic Novels / Literary, Graphic novels, Young adult fiction",,,,"Acclaimed graphic artist Peter Kuper presents a brilliant, darkly comic reimagining of Kafka's classic tale of family, alienation, and a giant bug. Kuper's electric drawings--which merge American cartooning with German expressionism--bring Kafka's prose to vivid life, reviving the original story's humor and poignancy in a way that will surprise and delight readers of Kafka and graphic novels alike.
""A brilliant illustrated adaptation of Franz Kafka's famous story. It's a real pleasure to read and one in which everyone will recognize the existential drama and uncanny wit of the original text.""--Susan Bernstein, associate professor of comparative literature and German studies, Brown University",
qk8ps8dtZgIC,Gulliver's Travels,"9781402726620, 1402726627",160,"March 28, 2006",Hardcover,Sterling Pub.,English,"Martin Woodside, Jonathan Swift",Jamel Akib,"October 28, 1726","Novel, Satire, Children's literature, Science fiction, Parable, Fantasy Fiction, Adventure fiction","Children's stories, Fantasy fiction, Gulliver, Lemuel (Fictitious character) -- Juvenile fiction, Juvenile Fiction / Classics, Juvenile Fiction / Fantasy & Magic, Voyages and travels -- Juvenile fiction, Voyages, Imaginary -- Juvenile fiction",,,,"Through the eyes of Lemuel Gulliver, Swift's unforgettable satire takes readers into worlds formerly unimagined. Visit four strange and remarkable lands: Lilliput, where Gulliver seems a giant among a race of tiny people; Brobdingnag, the opposite, where the natives are giants and Gulliver puny; the ruined yet magical country of Laputa; and the home of the Houyhnhnms, gentle horses far superior to the ugly humanoid Yahoos who share their universe.",
9RNLngEACAAJ,Horton escucha a quién!,"9781930332355, 1930332351",64,2003,Hardcover,Lectorum,English,"Dr. Seuss, Yanitzia Canetti",Dr. Seuss,"August 12, 1954","Fiction, Children's literature","Elephants -- Fiction, Elephants -- Juvenile fiction, Spanish language materials, Belief and doubt -- Juvenile poetry, Children's poetry, American, Cruelty -- Juvenile poetry, Elephants -- Juvenile poetry, Fantasy, Kindness -- Juvenile poetry, Picture books for children, Stories in rhyme",,,,"Publicado primero en 1954, esta historia clásica muestra a un elefante que un día oye un sonido minúsculo venir de un mota de polvo. Él escucha muy difícilmente y finalmente discierne una súplica de ayuda. Horton decide ayudar a la sociedad de los quienes, criaturas que han hecho esta minúscula mota del polvo su hogar. Horton se pone en ridículo al hablar con un pedazo de pelusa, lo regañan y lo amenazan con el encarcelamiento. Horton suplica a sus protegidos que hablen tan en alto como sea posible, para probar su existencia a los no creyentes. Su existencia no se verifica hasta que cada quien, incluso el más pequeño, grita con toda su fuerza. Dejando de lado el mensaje político, esta obra nos muestra el mundo macro y el mundo micro en toda su realidad.",
FrlPEAAAQBAJ,Moby-Dick,"9780679783275, 067978327X",896,"October 10, 2000",Paperback,Random House Publishing Group,English,Herman Melville,Rockwell Kent,"October 18, 1851","Epic, Adventure fiction, Nautical fiction","Fiction / Classics, Fiction / Literary, Fiction / Sea Stories, Ahab, Captain (Fictitious character) -- Fiction, Mentally ill -- Fiction, Psychological fiction, Sea stories, Ship captains -- Fiction, Whales -- Fiction, Whaling -- Fiction, Whaling ships -- Fiction, AHAB, CAPTAIN (FICTITIOUS CHARACTER)--FICTION., MENTALLY ILL--FICTION., SHIP CAPTAINS--FICTION., WHALES--FICTION., WHALING SHIPS--FICTION., Whalers (Persons) -- Fiction, Whaling -- Fiction -- History -- 18th century, White whale -- Fiction",,Audie Award for Literary Fiction & Classics,"Captain Ahab, Ishmael, Queequeg, Moby Dick, Father Mapple, Huckleberry Finn, Stubb, Starbuck, Captain Boomer, Elijah","Introduction by Elizabeth Hardwick
Illustrations by Rockwell Kent

Nominated as one of America’s best-loved novels by PBS’s The Great American Read

First published in 1851, Herman Melville’s masterpiece is, in Elizabeth Hardwick’s words, “the greatest novel in American literature.” The saga of Captain Ahab and his monomaniacal pursuit of the white whale remains a peerless adventure story but one full of mythic grandeur, poetic majesty, and symbolic power. Filtered through the consciousness of the novel’s narrator, Ishmael, Moby-Dick draws us into a universe full of fascinating characters and stories, from the noble cannibal Queequeg to the natural history of whales, while reaching existential depths that excite debate and contemplation to this day.","Or, The Whale"
FToaDLPB2jAC,Planet of Slums,"9781844670222, 1844670228",256,2006,Hardcover,Verso,English,Mike Davis,,2005,,"Cities and towns -- Growth, City and town life, City dwellers, Housing, Rural-urban migration, Slums, Sociology, Urban, Urban poor",,,,"According to the United Nations, more than one billion people now live in the slums of the cities of the South. In this brilliant and ambitious book, Mike Davis explores the future of a radically unequal and explosively unstable urban world.

From the sprawling barricadas of Lima to the garbage hills of Manila, urbanization has been disconnected from industrialization, even economic growth. Davis portrays a vast humanity warehoused in shantytowns and exiled from the formal world economy. He argues that the rise of this informal urban proletariat is a wholly original development unforeseen by either classical Marxism or neoliberal theory.

Are the great slums, as a terrified Victorian middle class once imagined, volcanoes waiting to erupt? Davis provides the first glo...",
4LfbAgAAQBAJ,No One is Illegal,"9781931859356, 1931859353",333,2006,Paperback,Haymarket Books,English,"Justin Akers Chacón, Mike Davis",Julián Cardona,2006,,"Alien labor, Mexican -- Social conditions -- United States, Foreign workers, Mexican -- Social conditions -- United States, Immigrants -- Civil rights -- United States, Mexican-American Border Region -- Emigration and immigration, United States -- Emigration and immigration -- Government policy",,,,"""A rare combination of an author, [Mike Davis is] Rachel Carson and Upton Sinclair all in one.""--Susan Faludi
""[Davis' writing is] perceptive and rigorous.""--David Montgomery, The Nation
""[Davis' work is] brilliant, provocative, and exhaustively researched.""--The Village Voice
""[Davis' work is] eloquent and passionate.""--Tariq Ali
No One Is Illegal debunks the leading ideas behind the often violent right-wing backlash against immigrants.
Countering the chorus of anti-immigrant voices, Mike Davis and Justin Akers Chacón expose the racism of anti-immigration vigilantes and put a human face on the immigrants who risk their lives to cross the border to work in the United States.
Davis and Akers Chacón challenge the racist politics of vigilante gr...",Fighting Violence and State Repression on the U.S.-Mexico Border
1NCFlAEACAAJ,Five Little Peppers and How They Grew,"9781416916178, 1416916172",352,June 2006,Paperback,Aladdin,English,Margaret Sidney,,1881,,"Juvenile Fiction / Family / Blended Families, Juvenile Fiction / Family / Siblings, Juvenile Fiction / General, Juvenile Fiction / Historical / United States / 19th Century, Brothers and sisters -- Fiction, Families -- Fiction -- New England, New England -- Fiction -- History -- 19th century, Poverty -- Fiction, Single-parent families -- Fiction, Children's stories, Families -- Juvenile fiction -- New England, New England -- Juvenile fiction -- History -- 19th century, Poverty -- Juvenile fiction, Siblings -- Juvenile fiction, Single-parent families -- Juvenile fiction",,,,"Five Little Peppers and How They Grew was originally serialized in an 1880 edition of Wide Awake, a children's magazine. The publisher of the magazine, Daniel Lothrop, loved the Pepper stories so much that he published a hard-cover edition of the story -- and married the author in 1881. In 1883 the couple moved to historic Concord, Massachusetts, and resided in a house called the Wayside, which had previously been home to Nathaniel Hawthorne and also to Louisa May Alcott, the author of Little Women.",
-ODhDwAAQBAJ,Mr. Impossible,"9780843174205, 084317420X",32,"August 24, 1998",Paperback,Penguin Young Readers Group,English,Roger Hargreaves,,"April 14, 1976",,"Juvenile Fiction / Humorous Stories, Juvenile Fiction / School & Education, Juvenile Fiction / Social Themes / Values & Virtues, Children's stories -- Pictorial works, Conduct of life -- Juvenile fiction, Mr. Men (Fictitious characters) -- Juvenile fiction, Picture books for children, Possibility -- Juvenile fiction",,,,Mr. Impossible can jump over a house and solve the world's toughest math problem. Is there anything he can't do?,
kPuaGwAACAAJ,Madame Je-Sais-Tout,"9782010189142, 2010189140",31,1992,Paperback,Hachette jeunesse,French,Roger Hargreaves,,,,"Conduct of life -- Juvenile fiction, Little Misses (Fictitious characters) -- Juvenile fiction",,,,,
vrAja1wLa5AC,A Woman of Substance,"9780312353261, 031235326X",906,2006,Paperback,St. Martin's Press,English,Barbara Taylor Bradford,,1979,"Novel, Romance novel, Family saga, Domestic Fiction","Businesswomen -- Fiction -- United States, Domestic fiction, Families -- Fiction -- United States",,,,"""A celebration of an indomitable spirit, here is New York Times bestselling author Barbara Taylor Bradford's dazzling saga of a woman who dared to dream-and to triumph against all odds...
A WOMAN'S AMBITION...
In the brooding moors above a humble Yorkshire village stood Fairley Hall. There, Emma Harte, its oppressed but resourceful servant girl, acquired a shrewd determination. There, she honed her skills, discovered the meaning of treachery, learned to survive, to become a woman,
and vowed to make her mark on the world.
A JOURNEY OF A LIFETIME...
In the wake of tragedy she rose from poverty to magnificent wealth as the iron-willed force behind a thriving international enterprise. As one of the richest women in the world Emma Harte
has almost everything she f...",
CFPdjwEACAAJ,"Writings to Young Women from Laura Ingalls Wilder: As told by her family, friends & neighbors","9781400307869, 1400307864",118,2006,Hardcover,Tommy Nelson,English,Laura Ingalls Wilder,,,,"Young women -- Conduct of life, Frontier and pioneer life -- Juvenile literature, Women pioneers -- Juvenile literature, Young women -- Juvenile literature -- Conduct of life",,,,"In Writings to Young Women on Laura Ingalls Wilder: As Told by Her Family, Friends, and Neighbors, we see Laura through the eyes of those who knew her best. They tell of her insatiable love for reading and learning new things, her reactions to the fame from her best-selling children's series, and even which book she considered her favorite.",
WsOwAAAAIAAJ,Constructing the Little House,"9781558491229, 1558491228",287,1997,Paperback,University of Massachusetts Press,English,Ann Romines,,1997,,"Autobiographical fiction, American -- History and criticism, Children -- Books and reading -- History -- 20th century -- United States, Children's stories, American -- History and criticism, Feminism and literature -- History -- 20th century -- United States, Frontier and pioneer life in literature, Literary Criticism / General, Mothers and daughters in literature, Sex role in literature, Social Science / Feminism & Feminist Theory, Women and literature -- History -- 20th century -- United States, Women pioneers in literature",,,,"With more than thirty-five million copies in print, the Little House series, written in the 1930s and 1940s by Laura Ingalls Wilder and her daughter, Rose Wilder Lane, has been a spectacular commercial success. What is it about this eight-volume serial novel for children that accounts for its enduring power? And what does the popularity of these books tell us about the currents of American culture?
Ann Romines interweaves personal observation with scholarly analysis to address these questions. Writing from a feminist perspective and drawing on resources of gender studies, cultural studies, and new historicist reading, she examines both the content of the novels and the process of their creation. She explores the relationship between mother and daughter working as collaborative...","Gender, Culture, and Laura Ingalls Wilder"
hPv5r4hcM3EC,The Second Sex,"9780099744214, 009974421X",762,1997,Paperback,Vintage,English,Simone de Beauvoir,,1949,,"Feminism, Sex role, Women, Women -- Social conditions -- History",,,,"Of all the writing that emerged from the existentialist movement, Simone de Beauvoir's groundbreaking study of women will probably have the most extensive and enduring impact. It is at once a work of anthropology and sociology, of biology and psychoanalysis, from the pen of a writer and novelist of pennetrating imaginative power.THE SECOND SEX stands, five decades after its first appearance, as the first landmark in the modern feminist upsurge that has transformed perceptions of the social relationship of man and womankind in our time",
a7WmDAEACAAJ,Decider,"9780425199381, 042519938X",352,2004,Paperback,Berkley Books,English,Dick Francis,,November 1993,"Fiction, Mystery","Architects -- Fiction, England -- Fiction, Horse racing -- Fiction",,,,"""After becoming involved with the Stratton Park racecourse, Lee Morris, a young architect, engineer, and builder, finds himself reluctantly drawn into the deadly infighting among members of the clan that owns the facility""--NoveList.",
2cugvvYDIJsC,Field of Thirteen,"9780425194997, 042519499X",304,"March 2, 2004",Paperback,Penguin Publishing Group,English,Dick Francis,,1998,"Mystery, Fiction","Fiction / Mystery & Detective / Collections & Anthologies, Fiction / Sports, Fiction / Thrillers / Suspense, Detective and mystery stories, English, Horse racing -- Fiction",,,,"A superbly crafted collection of thirteen tightly plotted tales that treats readers to murder, mystery, and mayhem in the world of horseracing.

“Few things are more convincing than Dick Francis at a full gallop.”—Chicago Tribune

With his remarkable blend of unrelenting suspense, finely tuned narrative, and lean, stylish prose, New York Times bestselling author Dick Francis proves that he is as much a master of the short story as he is of the novel in this thrilling collection.",
3hWBPwAACAAJ,Las Aventuras de Sherlock Holmes,"9788497643658, 8497643658",192,April 2005,Paperback,Edimat Libros,Spanish,Arthur Conan Doyle,,"October 14, 1892","Short story, Novel, Detective fiction, Mystery, Noir fiction, Crime Fiction","Detective and mystery stories, Detectives -- Fiction -- England, Detective and mystery stories, English, En Espanol",,,"Sherlock Holmes, John H. Watson, Irene Adler, Professor Moriarty, Mycroft Holmes, Inspector Lestrade, Sebastian Moran","Los relatos que se incluyen en esta edici n pertenecen a EL REGRESO DE SHERLOCK HOLMES (1904) y fueron escritos despu s de que Conan Doyle se viera obligado a resucitar a su personaje por el xito obtenido. Las aventuras del detective y de su ayudante est n en la l nea de los relatos cortos propios para ser publicados en la prensa y le dos r pidamente, por lo que el estilo queda en segundo lugar. En ellos puede observarse las caracter sticas del personaje (inteligencia, capacidad de deducci n, iron a) y tambi n los rasgos t picos de la narraci n polic aca: enigma a resolver por el detective-protagonista tras la observaci n de los detalles aparentemente irrelevantes.",
vT4sAQAAIAAJ,Margaret Atwood,"9782864603498, 2864603497",107,1999,Paperback,Didier Erudition,English,"Hélène Greven, Hélène Greven-Borde",,1999,,,,,,"The Handmaid's Tale (1985), by Canadian writer Margaret Atwood, revisits the Anglo-American utopian/dystopian tradition. Appealing to imaginative fiction and the novel of ideas, the construction of perfect - or nightmarish - worlds rouses the reader's socio-political awareness of the present and invites questions on the shape of the near furure. The Handmaid's Tale deconstructs the utopian narrative by breaking the chronological order of the female protagonist's experience into a time-shifting testimony, a quest for meaning and an exploration of self versus the other. The intricate play on word and symbol can be read against the historical background of seventeenth-century New England Puritanism, as well as the twentieth-century New Right and women's rights movements, while inviting ref...",The Handmaid's Tale
KKscoUF0OJsC,The Last Temptation of Christ,"9780684852560, 068485256X",512,March 1998,Paperback,Simon & Schuster,English,Nikos Kazantzakis,,1952,"Novel, historical novel, Historical Fiction","Fiction / General, Fiction / Literary, Fiction / Religious, Bible -- Fiction -- History of Biblical events, Christian fiction, Greek language fiction -- Translations into English",,,,"The internationally renowned novel about the life and death of Jesus Christ.

Hailed as a masterpiece by critics worldwide, The Last Temptation of Christ is a monumental reinterpretation of the Gospels that brilliantly fleshes out Christ’s Passion. This literary rendering of the life of Jesus Christ has courted controversy since its publication by depicting a Christ far more human than the one seen in the Bible. He is a figure who is gloriously divine but earthy and human, a man like any other—subject to fear, doubt, and pain.

In elegant, thoughtful prose Nikos Kazantzakis, one of the greats of modern literature, follows this Jesus as he struggles to live out God’s will for him, powerfully suggesting that it was Christ’s ultimate triumph over his flawed humanity, when...",
deSsPQAACAAJ,Ahora sabréis lo que es correr,"9788439710097, 8439710097",384,2004,Hardcover,MONDADORI,Spanish,Dave Eggers,,September 2002,"Novel, Humor, Psychological Fiction","Literary Collections / General, Americans -- Fiction -- Foreign countries, Grief -- Fiction, Loss (Psychology) -- Fiction, Male friendship -- Fiction, Philanthropists -- Fiction",,,,Una brillante sátira sobre la ignorancia norteamericana y una reflexión sobre la búsqueda del sentido de la vida.,
7gGTSQAACAAJ,Clockwork Orange,"9783453164130, 345316413X",235,"March 1, 2000",Trade paperback,Heyne,German,Anthony Burgess,,1962,"Novel, Science fiction, Drama, Satire, Dark comedy, Novella, Dystopian Fiction, Action fiction",,Prometheus Hall of Fame Award,Prometheus Hall of Fame Award,"Alex, Deltoid, Dim, Pete, Georgie","A Clockwork Orange is a dystopian satirical black comedy novel by English writer Anthony Burgess, published in 1962. It is set in a near-future society that has a youth subculture of extreme violence.",Roman
KsixAAAACAAJ,Planet of the Apes,"9781840233803, 184023380X",76,2001,Paperback,Titan Books,English,"Ian Edginton, Paco Medina, Adrian Sibar",,2001,"Comics, Graphic novel","Human-animal relationships -- Comic books, strips, etc -- Fiction, Human-animal relationships, Human-animal relationships -- Comic books, strips, etc, Science fiction comic books, strips, etc..",,,,"The Hit Movie and Beyond...; A sequel story arising out of events featured in the Tim Burton summer blockbuster sci-fi movie, Planet of the Apes. It's the year 2029, and astronaut/pilot Leo Davidson was caught in a special anomaly, stranded on a world where gorillas and chimps were the dominant species. A world where the remnants of mankind struggled to survive beneath the heel of ape rule. In this unique story, we discover what happens in the aftermath of Leo's adventure on the ape world.",The Human War
johavgAACAAJ,The Long Walk,,245,2006,Paperback,Lyons Press,English,Slavomir Rawicz,,1956,"Biography, Autobiography, Personal narrative","Asia, Central -- Description and travel, Concentration camp escapes -- Russia (Federation) -- Siberia, Concentration camp escapes -- Russia -- Siberia, Escaped prisoners of war -- Russia (Federation) -- Siberia, Escapes -- Russia (Federation) -- Siberia, Prisoners of war -- Biography -- Poland -- Russia (Federation) -- Siberia, Prisoners of war -- Biography -- Russia (Federation) -- Siberia, World War, 1939-1945 -- Prisoners and prisons -- Personal narratives, World War, 1939-1945 -- Prisoners and prisons, Russian -- Personal narratives, Polish, Internment camp escapes -- Russia (Federation) -- Siberia, World War, 1939-1945 -- Prisoners and prisons -- Russia -- Personal narratives, Polish, World War, 1939-1945 -- Prisoners and prisons, Russia -- Personal narratives, Polish, World War, 1939-1945 -- Prisoners and prisons, Soviet -- Personal narratives, Polish",,,,"""I hopeThe Long Walkwill remain as a memorial to all those who live and die for freedom, and for all those who for many reasons could not speak for themselves.""--Slavomir Rawicz

In 1941, the author and six other fellow prisoners escaped a Soviet labor camp in Yakutsk--a camp where enduring hunger, cold, untended wounds, untreated illnesses, and avoiding daily executions were everyday feats. Their march--over thousands of miles by foot--out of Siberia, through China, the Gobi Desert, Tibet, and over the Himalayas to British India is a remarkable statement about man's desire to be free.

While the original book sold hundreds of thousands of copies, this updated paperback version includes a new Afterword by the author, as well as the author's Foreword to the Polish boo...",The True Story of a Trek to Freedom
9z3nvyI6OSgC,Navajo Long Walk,"9781879373563, 1879373564",120,1994,Paperback,Roberts Rinehart Publishers,English,Nancy M. Armstrong,Paulette Livers Lambert,March 1983,,"Brothers and sisters -- Juvenile fiction, Concentration camps -- Juvenile fiction -- New Mexico, Historical fiction, American -- Juvenile fiction, Arizona -- Juvenile fiction, Authors, American -- Juvenile fiction -- Utah, Children's stories, Cooperativeness -- Juvenile fiction, Families -- Juvenile fiction, Grandmothers -- Juvenile fiction, Grandparent and child -- Juvenile fiction, Historical fiction, American, Horses -- Juvenile fiction, Human-animal relationships -- Juvenile fiction, Indians of North America -- Juvenile fiction, Individuality -- Juvenile fiction, Internment camps -- Juvenile fiction -- New Mexico, Mother and child -- Juvenile fiction, Moving, Household -- Juvenile fiction, Navajo Indians, Navajo Indians -- Juvenile fiction, Navajo Indians -- Juvenile fiction -- History, New Mexico -- Juvenile fiction, Siblings -- Juvenile fiction",,,,"Navajo Long Walk is the story of Kee, a young boy who traveled this long, arduous route with his mother, grandmother, sister and what few domestic animals they could bring. Over the four-year period, Kee learns to adapt to his inhospitable surroundings. Ultimately, Kee realizes the frailty of his people in the presence of the white soldiers and that to survive, they must find a way to get along with the white man. Ages 9-12",
