id,title,isbn,page_count,publishing_date,form,publisher,language,author,illustrator,originally_published,genres,subject,awards,nominations,characters,description,sub_title
7zRbPwAACAAJ,Mr Mulliner Speaking,"9781841591384, 1841591386",231,2005,Hardcover,Everyman,English,Pelham Grenville Wodehouse,,"April 30, 1929","Humor, Fiction","England -- Fiction -- Social life and customs, Humorous stories, English, Mulliner family (Fictitious characters) -- Fiction, Nobility -- Fiction -- England",,,,"In the bar-parlour of the Anglers Rest, Mr Mulliner tells his amazing tales where the Mulliner clan remains resourcefully in command in the most outlandish situations.",
6xsGAAAACAAJ,Laughing gas,"9781585672325, 1585672327",286,2001,Hardcover,Harry N. Abrams,English,P.G. Wodehouse,,"September 25, 1936","Humor, Humorous Fiction","Fiction / Literary, Hollywood (Los Angeles, Calif.) -- Fiction, Motion picture industry -- Fiction, British -- Fiction -- California -- Los Angeles",,,,"When a bratty Hollywood child star and an English aristocrat exchange souls at the dentist in Laughing Gas, the result is transatlantic mayhem at its funniest.",
5aneAAAACAAJ,"Eggs, Beans and Crumpets","9781841591063, 1841591068",228,2000,Hardcover,Everyman,English,P. G. Wodehouse,,1940,"Fiction, Humor","Humorous stories, English, Humorous stories, Humourous stories, English, Upper class -- Fiction, Young men -- Fiction",,,,"Newly married to novelist Rosie M. Banks, Bingo bucks the current trend by being extremely happy, although he does tend to lose his shirt on various horses. This collection of wonderfully funny stories features a cast of outrageous characters.",
BUZwyAEACAAJ,Observations Sur la Langue et la Versification de Mathurin Regnier,"9781406953213, 1406953210",80,"August 3, 2019",Paperback,HardPress,French,,,1870,,,,,,,
v4GwAAAACAAJ,Jeeves and the feudal spirit,"9781841591018, 1841591017",231,2001,Hardcover,Everyman,English,Pelham Grenville Wodehouse,,"October 15, 1954","Humor, Comedy, Humorous Fiction","Jeeves (Fictitious character) -- Fiction, Wooster, Bertie (Fictitious character) -- Fiction, England -- Fiction, Household employees -- Fiction, Humorous stories, Single men -- Fiction, Valets -- Fiction",,,"Florence Craye, Watkyn Bassett, Bertie Wooster, Roderick Spode, Aunt Dahlia, Jeeves, Lord Worplesdon, Anatole","When Bertie Wooster goes to stay with his Aunt Dahlia at Brinkley Court and find himself engaged to the imperious Lady Florence Craye, disaster treatens from all sides. While Florence tries to cultivate his mind, her former fiance, hefty policeman Stilton Cheesewright, threatens to beat his body to a pulp, and her new admirer, the bleating poet percy Gorringe, tries to borrow a thousand pounds. To cap it all, Bertie has incurred the disapproval of Jeeves by growing a moustach, thus alienating the only man who can save him from his trip to the altar. Throw in a disappearing pearl necklace, Aunt Dahlia's magazine Milady's Boudir, her cook Anatole, the Drones' dart match, and Mr and Mrs L. G. Trotter from Liverpool, and you have all the ingredients for a classic Wodehouse farce.",
3YGfPwAACAAJ,Piccadilly Jim,"9781585676163, 1585676160",300,"October 21, 2004",Hardcover,Harry N. Abrams,English,P.G. Wodehouse,,"February 24, 1917","Humor, Fiction","Fiction / Humorous / General, Americans -- Fiction -- England -- London, Fiction / Classics, Piccadilly (London, England) -- Fiction",,,,"The fall brings four more antic novels from comic genius, P. G. Wodehouse. In Picadilly Jim (soon to be a major motion picture), Jimmy Crocker has a scandalous reputation on both sides of the Atlantic and must do an about-face to win back the woman of his dreams. Uneasy Money sees the hard-up Lord Dawlish off to America to make a fortune, while in Cocktail Time events turn on the fate of a filmscript. Spring Fever is a light-hearted comedy involving love and various complications.",
cscGBgAAQBAJ,Hardball,"9781591391678, 1591391679",175,October 2004,Hardcover,Harvard Business School Press,English,"George Stalk, Robert Lachenauer, John Butman",,2004,,"Competition, Industrial management, Strategic planning, Success in business, Toughness (Personality trait).",,,,"Great companies stumble and fall when they lose it. Highfliers crash when a competitor notices they don't have it. Start-ups shut down if they can't develop it. ""It"" is a strategy so powerful and an execution-driven mindset so relentless that companies use it to gain more than just competitive advantage--they achieve an industry dominance that is virtually unassailable and that competitors often try to explain away as unfair. In their ""hardball manifesto,"" authors George Stalk and Rob Lachenauer of the leading strategy consulting firm The Boston Consulting Group show how hardball competitors can build or maintain an enviable competitive edge by pursuing one or more of the classic ""hardball strategies"": unleash massive and overwhelming force, exploit anomalies, devastate profit sanctuari...",Are You Playing to Play Or Playing to Win?
jYdqQ4YdccYC,A Theory of Fun for Game Design,"9781932111972, 1932111972",244,2005,Paperback,"O'Reilly Media, Incorporated",English,Raph Koster,,"November 6, 2004",,"Computers / Programming / Games, Computer games -- Design -- Social aspects, Games -- Design -- Social aspects",,,,"A Theory of Fun for Game Design is not your typical how-to book. It features a novel way of teaching interactive designers how to create and improve their designs to incorporate the highest degree of fun. As the book shows, designing for fun is all about making interactive products like games highly entertaining, engaging, and addictive. The book's unique approach of providing a highly visual storyboard approach combined with a narrative on the art and practice of designing for fun is sure to be a hit with game and interactive designers, At first glance A Theory of Fun for Game Design is a book that will truly inspire and challenge game designers to think in new was; however, its universal message will influence designers from all walks of life. This book captures the real essence of wh...",
5l27QgAACAAJ,War and peace,"9780670034697, 067003469X","1,412",2006,Hardcover,Viking,English,graf Leo Tolstoy,,1867,"Novel, Romance novel, Historical Fiction, historical novel, War story, Philosophical fiction","Napoleonic Wars, 1800-1815 -- Fiction -- Campaigns -- Russia, more",Audie Award for Literary Fiction & Classics,"Audie Award for Literary Fiction & Classics, Audie Award for Best Female Narrator","Pierre Bezukhov, Andrei Nikolayevich Bolkonsky, Natasha Rostova, Hélène Kuragina, Dolokhov, Nikolai Rostov, Maria Bolkonskaya, Anatole Kuragin, Petya Rostov, Boris Drubetskoy, Denisov, Sonya, Princess Drubetskoya, Mikhail Kutuzov, Lisa Bolkonskaya, Amelie Bourienne, Napoleon, Czar Alexander I, Armand Augustin Louis de Caulaincourt, Levin August, Count von Bennigsen","Widely considered the greatest novel ever written in any language, War and Peace has as its backdrop Napoleon's invasion of Russia and at its heart three of the most memorable characters in literature: Pierre Bezukhov, a quixotic young man in search of spiritual joy; Prince Andrey Bolkonsky, a cynical intellectual transformed by the suffering of war; and the bewitching and impulsive Natasha Rostov, daughter of a count. As they seek fulfillment, fall in love, make mistakes, and become scarred by battle in different ways, these characters and their stories interweave with those of a huge cast, from aristocrats to peasants, from soldiers to Napoleon himself.
In this first English translation in more than forty years, Anthony Briggs faithfully reveals Tolstoy's art in stirring pro...",
YPjvwAEACAAJ,Oliver Twist,"9781593082062, 1593082061",478,October 2004,Paperback,Barnes & Noble Classics,English,Charles Dickens,,1838,"Novel, Fiction, Social novel","Fiction / Classics, Almshouses -- Fiction, Boys -- Fiction, more",,,"Fagin, Artful Dodger, Bill Sikes, Mr. Bumble, Oliver Twist, Nancy, Mr. Brownlow, Mr. Sowerberry, Monks, Noah Claypole, Rose Maylie, Mrs. Sowerberry, Mrs. Mann, Mrs. Corney, Tom Chitling, Grimwig, Charley Bates, Toby Crackit, Bull's-eye","Oliver Twist, by Charles Dickens, is part of the Barnes & Noble Classics series, which offers quality editions at affordable prices to the student and the general reader, including new scholarship, thoughtful design, and pages of carefully crafted extras. Here are some of the remarkable features of Barnes & Noble Classics: New introductions commissioned from todays top writers and scholars Biographies of the authors Chronologies of contemporary historical, biographical, and cultural events Footnotes and endnotes Selective discussions of imitations, parodies, poems, books, plays, paintings, operas, statuary, and films inspired by the work Comments by other famous authors Study questions to challenge the readers viewpoints and expectations Bibliographies for further reading Indice...",
NnzqAAAAMAAJ,The Anime Encyclopedia,"9781933330105, 1933330104",867,2006,Paperback,Stone Bridge Press,English,"Jonathan Clements, Helen McCarthy",,2001,,Animated films -- Encyclopedias -- Japan,,,,"From the Publisher: Bigger and better! Our first edition rocked the anime world with its in-depth entries on anime famous and obscure and its superb index/film finder. Now this fantastic book is 40 percent larger-with all-new entries on hundreds of anime released after 2001, updates on older entries, and over fifty thousand words on anime creators (like Tezuka and Otomo) and genres (""Early Anime,"" ""Science Fiction and Robots,"" etc.). An absolute must-have for every anime shelf! ""If I only had space on my overcrowded shelf for one book on anime, this would be it. If I had no space on my shelf I'd select two books at random and drop them into the bin, just to make room it's that indispensable."" Paul Jacques, Anime on DVD"". While you may not agree with their opinions on a given anime, they are informative and entertaining, especially when skewering a really bad anime."" Frames Per Second.",A Guide to Japanese Animation Since 1917
3vZTmQEACAAJ,The Picture of Dorian Gray,"9781420925289, 1420925288",124,2005,Paperback,Digireads.com Publishing,English,Oscar Wilde,,July 1890,"Gothic fiction, Philosophical fiction","Appearance (Philosophy) -- Fiction, Conduct of life -- Fiction, Portraits -- Fiction",,,"Dorian Gray, Lord Henry Wotton, Basil Hallward, Sibyl Vane, James Vane, Alan Campbell, Lady Victoria Wotton","""The Picture of Dorian Gray"" is Oscar Wilde's classic tale of the moral decline of its title character, Dorian Gray. When Dorian has his portrait painted by Basil Hallward and wishes that he would stay young while his picture changes, his wish comes true. In exchange for this Dorian gives up his soul and as he ages the bad deeds that he commits are reflected in his painting and not him. ""The Picture of Dorian Gray"", arguably Wilde's most popular work, was considered quite scandalous when it was first published in the late 1800s in Victorian England.",
qzcSTHoNdSsC,The Death of Ivan Ilyich and Other Stories,"9781840224535, 1840224533",256,2004,Paperback,"Wordsworth Editions, Limited",English,Leo Tolstoy,,1886,"Novella, Fiction, Comedy","Fiction / Classics, Short stories, Russian -- Translations into English",,,"Ivan Ilyich, Peter Ivanovich, Praskovya Fëdorovna Golovin, Gerasim, Lisa Golovin","With an Introduction and Notes by Dr T.C.B.Cook.
Count Leo Tolstoy (1828-1910) is best known for War and Peace and Anna Karenina, commonly regarded as amongst the greatest novels ever written. He also, however, wrote many masterly short stories, and this volume contains four of the longest and best in distinguished translations that have stood the test of time.
In the early story Family Happiness, Tolstoy explores courtship and marriage from the point of view of a young wife. In The Kreutzer Sonata he gives us a terrifying study of marital breakdown, in The Devil a powerful depiction of the power of sexual temptation, and, in perhaps the finest of all, The Death of Ivan Ilyich, he portrays the long agony of a man gradually coming to terms with his own mortality.
...",
YCvDPAAACAAJ,El Club Dante/ The Dante Club (Bestseller (Booket Numbered)),"9788432217203, 8432217204",586,2006,Paperback,Seix Barral,Spanish,"Matthew Pearl, Vicente Villacampa",,2003,"Novel, Mystery, Historical Fiction","Fiction / Mystery & Detective / General, Fiction / Thrillers / Suspense, Historical fiction, American fiction -- 20th century, American literature -- 20th century, Authors -- Fiction, Boston (Mass.) -- Fiction, Insects -- Fiction, Murderers -- Fiction, Spanish language materials -- Fiction",,CWA Ellis Peters Historical Dagger Award,,"Boston, 1865. A series of murders, all of them inspired by scenes in Dante's ""Inferno."" Only an elite group of America's first Dante scholars--Henry Wadsworth Longfellow, Oliver Wendell Holmes, James Russell Lowell, and J. T. Fields--can solve the mystery. With the police baffled, more lives endangered, and Dante's literary future at stake, the Dante Club must shed its sheltered literary existence and find the killer.",
pJH2OsroXCcC,The Kissing Hand,"9781933718002, 1933718005",32,"October 15, 1993",Hardcover,Tanglewood,English,Audrey Penn,"Nancy M Leak, Ruth Harper",June 1993,,"Juvenile Fiction / Animals / Nocturnal, Juvenile Fiction / School & Education, Juvenile Fiction / Social Themes / New Experience, Braille books -- Specimens, Children, Children's stories, American -- 20th century, Forest animals -- Juvenile fiction, Forest animals -- Juvenile fiction -- Fiction, Kindergarten -- Juvenile fiction, Kindergarten -- Juvenile fiction -- Fiction, Kissing -- Juvenile fiction, Mothers and sons -- Juvenile fiction, Mothers and sons -- Juvenile fiction -- Fiction, Picture books for children, Raccoon -- Juvenile fiction, Raccoon -- Juvenile fiction -- Fiction, Schools -- Juvenile fiction, Schools -- Juvenile fiction -- Fiction, Separation anxiety -- Juvenile fiction, Separation anxiety -- Juvenile fiction -- Fiction, Separation anxiety in children -- Juvenile fiction, Toy and movable books -- Specimens, Animals -- Juvenile fiction, Elementary schools -- Juvenile fiction, Forest animals -- Fiction, Forest animals -- Juvenile fiction -- Juvenile sound recordings, Forest animals -- Pictorial works, Kindergarten -- Fiction, Kindergarten -- Juvenile fiction -- Juvenile sound recordings, Mothers and sons -- Fiction, Mothers and sons -- Juvenile fiction -- Juvenile sound recordings, Mothers and sons -- Pictorial works, Procyon -- Juvenile fiction, Raccoon -- Fiction, Raccoon -- Juvenile fiction -- Juvenile sound recordings, Raccoon -- Pictorial works, Raccoons -- Fiction, Raccoons -- Juvenile fiction, Schools -- Fiction, Schools -- Juvenile fiction -- Juvenile sound recordings, Schools -- Pictorial works, Separation anxiety -- Fiction, Separation anxiety -- Juvenile fiction -- Juvenile sound recordings, Separation anxiety -- Pictorial works",,,,"School is starting in the forest, but Chester Raccoon does not want to go. To help ease Chester's fears, Mrs. Raccoon shares a family secret called the Kissing Hand to give him the reassurance of her love any time his world feels a little scary. Since its first publication in 1993, this heartwarming book has become a children's classic that has touched the lives of millions of children and their parents, especially at times of separation, whether starting school, entering daycare, or going to camp. It is widely used by kindergarten teachers on the first day of school. Stickers at the back will help children and their parents keep their Kissing Hand alive.",
zb8Bqft2wuQC,In the Name of Love,"9780671793562, 067179356X",414,1998,Paperback,Pocket Books,English,Ann Rule,,1998,,"Literary Criticism / General, True Crime / General, True Crime / Murder / General, Crimes -- Case studies, Criminals -- Case studies, Murder -- Case studies -- United States, Crime -- Case studies, Crime -- Case studies -- United States, Criminals -- Case studies -- United States, Homicide -- Case studies -- California -- United States, Large type books, Missing persons -- Case studies -- United States",,,,"Inside a circle of trusted friends...one was a killer.

Jerry Harris was a self-made California millionaire who, at age forty-four, had it all: booming businesses, yachts, a mansion, a beautiful wife, and a voice to rival Elvis. No one who knew this well-liked, generous man could make sense of his sudden disappearance one autumn night. On a final phone call to his brother from his Mercedes, Jerry breathed a muffled oath -- then the line went dead. For Jerry's wife, Susan, it was just the beginning of an unwavering, eight-year search for the truth behind her husband's vanishing. Through exclusive access to an FBI agent inside the investigation, Ann Rule unmasks a man driven by malevolence and hidden jealousy to destroy Jerry Harris' magnificent business empire. She expertly pro...",Ann Rule's Crime Files Volume 4
X2-fil65OT4C,The Real Rule of Four,"9781932857085, 1932857087",192,2004,Paperback,Disinformation,English,Joscelyn Godwin,,2004,,"American fiction -- Criticism and interpretation -- 21st century, Arts, Renaissance, Renaissance, Renaissance in literature",,,,"Ian Caldwell and Dustin Thomason's The Rule of Four is already a bookselling phenomenon. The Ivy League super-achievers drew upon an authentic 1499 Renaissance text to create their thriller about two Princeton undergraduates who try to unravel the mysteries of the Hypnerotomachia Poliphili (pronounced ""HIP-ne-RO-to-MA-kia PO-li-FEE-li""). The Hypnerotomachia Poliphiliis an erotic, pagan epic, written in a private language peppered with words taken from Latin and Greek and decorated with Egyptian hieroglyphs. It was not translated into English for 500 years, until 1999, when Joscelyn Godwin finally achieved that near-impossible task. In The Real Rule of Four, Professor Godwin carefully investigates each aspect of the history of the Hypnerotomachia Poliphili and its use in The Rule of Four...",
DSPp9BTIMqIC,The Cay,"9780440229124, 044022912X",137,"April 8, 2003",Paperback,Random House Children's Books,English,Theodore Taylor,,1969,"Novel, Fiction, Children's literature, Outdoor literature",,Jane Addams Children's Book Award,Jane Addams Children's Book Award,"Stew Cat, Phillip Enright, Timothy, Father, Mother","For fans of Hatchet and Island of the Blue Dolphins comes Theodore Taylor’s classic bestseller and Lewis Carroll Shelf Award winner, The Cay.
   Phillip is excited when the Germans invade the small island of Curaçao. War has always been a game to him, and he’s eager to glimpse it firsthand–until the freighter he and his mother are traveling to the United States on is torpedoed.
   When Phillip comes to, he is on a small raft in the middle of the sea. Besides Stew Cat, his only companion is an old West Indian, Timothy. Phillip remembers his mother’s warning about black people: “They are different, and they live differently.”
    But by the time the castaways arrive on a small island, Phillip’s head injury has made him blind and dependent on ...",
AGRBvgAACAAJ,The State of the Art,"9781892389381, 189238938X",188,November 2004,Hardcover,Night Shade,English,Iain Banks,,1989,"Science fiction, Slipstream genre","Fiction / Science Fiction / Action & Adventure, Fiction / Science Fiction / Alien Contact, Fiction / Science Fiction / Collections & Anthologies, Fiction / Science Fiction / Hard Science Fiction, Fiction / Science Fiction / Military, Short stories",,,,"Iain M. Banks' only short-story collection, never before published in the US.

Contents:

* Road of Skulls
* A Gift from the Culture
* Odd Attachment
* Descendant
* Cleaning Up
* Piece
* The State of the Art
* Scratch
* A Few Notes On the Culture

Skyhorse Publishing, under our Night Shade and Talos imprints, is proud to publish a broad range of titles for readers interested in science fiction (space opera, time travel, hard SF, alien invasion, near-future dystopia), fantasy (grimdark, sword and sorcery, contemporary urban fantasy, steampunk, alternative history), and horror (zombies, vampires, and the occult and supernatural), and much more. While not every title we publish becomes a New York Times bestseller, a national bestseller, or a Hugo or Nebula award-winner, we are committed to publishing quality books from a diverse group of authors.",
EpkPuSZb7FsC,The Portable Faulkner,,650,"February 25, 2003",Paperback,Penguin Publishing Group,English,William Faulkner,,1946,,"Fiction / Classics, Fiction / Historical / General, Fiction / Short Stories (single author), Biography & Autobiography / General, Mississippi -- Fiction -- Social life and customs, Yoknapatawpha County (Imaginary place) -- Fiction, Yoknapatawpha County (Imaginary place)",,,,"“A real contribution to the study of Faulkner’s work.” —Edmund Wilson

A Penguin Classic

In prose of biblical grandeur and feverish intensity, William Faulkner reconstructed the history of the American South as a tragic legend of courage and cruelty, gallantry and greed, futile nobility and obscene crimes. He set this legend in a small, minutely realized parallel universe that he called Yoknapatawpha County, Mississippi.

No single volume better conveys the scope of Faulkner’s vision than The Portable Faulkner. The book includes self-contained episodes from the novels The Sound and the Fury, Light in August, and Sanctuary; the stories “The Bear,” “Spotted Horses,” “A Rose for Emily,” and “Old Man,” among others; a map of Yoknapatawpha County and a chronolog...",
DxhhgrjR7cEC,Dostoevsky,"9781904341277, 1904341276",164,2003,Paperback,Haus Pub.,English,Richard Freeborn,,2003,,"Novelists, Russian -- Biography -- 19th century",,,,"Fyodor Dostoevsky is known as the author of some of the most important Russian novels of the 19th Century. His greatness is his command of a multitude of human factors, from the most saintly to the most pathological, delineating the deepest emotional states from the perversely criminal and the profoundest sense of evil to a sublime belief in a Christian God. Throughout, as this biography shows, he never became detached from the realities of the Russian world. Book jacket.",
RadZAAAAYAAJ,House of Meetings,"9780676977875, 0676977871",288,2007,Hardcover,Alfred A. Knopf,English,Martin Amis,,"November 22, 2006","Novel, Fiction","Brothers -- Fiction, English fiction -- 21st century, Man-woman relationships -- Fiction, Moscow (Russia) -- Fiction, Slave labor -- Fiction, Triangles (Interpersonal relations) -- Fiction, Triangles (Interpersonal relationships) -- Fiction, Brothers -- Fiction -- Russia, Historical fiction, Labor camps -- Fiction -- Russia, Man-woman relationships -- Fiction -- Russia",,,,"A haunting new novel that ratifies Martin Amis's standing as ""a force unto himself,"" as the ""Washington Post"" has attested: ""There is simply no one else like him.""
In the slave labour camps of the Soviet Union, conjugal visits were a common occurrence. Valiant women would travel vast distances, over weeks and months, in the hope of spending just one night with their lovers in the so-called House of Meetings. Unsurprisingly, the results of these visits were almost invariably tragic.
Martin Amis's new novel, The House of Meetings, is about one such visit; it is a love story, gothic in timbre and triangular in shape. Two brothers fall in love with the same woman, a nineteen-year-old Jewish girl, in 1946 Moscow, a city poised for pogrom in the gap between war and the death of Stal...",
g8JTvQEACAAJ,The Common Reader,"9780156027786, 015602778X",272,1984,Paperback,Harcourt Brace Jovanovich,English,Virginia Woolf,,1925,,"English literature -- History and criticism, Literary Collections / Essays, Literary Collections / European / English, Irish, Scottish, Welsh, Literary Criticism / European / English, Irish, Scottish, Welsh, Literature, Modern -- History and criticism",,,,"In Virginia Woolf's first collection of essays, published in 1925, she attempts to see literature from the point of view of the 'common reader' - someone whom she, with Dr Johnson, distinguished from the critic and the scholar. She read, and wrote, as an outsider: a woman set to school in her father's library, denied the educational privileges of her male siblings - and with no fixed view of what constitutes 'English Literature'. What she produced is an eccentric and unofficial literary and social history from the fourteenth to the twentieth century, with an excursion to ancient Greece thrown in. She investigates medieval England, tsarist Russia, Elizabethan playwrights, Victorian novelists and modern essayists. When she published this book Woolf's fame as a novelist was already established: now she was hailed as a brilliant interpretative critic. Here, she addresses her 'common reader' in the remarkable prose and with all the imagination and gaiety that are the stamp of her genius.",First series
COT8nZsi6zYC,Looking Awry,"9780262740159, 026274015X",188,"September 8, 1992",Paperback,MIT Press,English,Slavoj Zizek,,1991,,"Literary Criticism / General, Cinematography, Culture, Culture in motion pictures, Literature, Literature, Modern, Motion pictures, Popular culture -- Psychological aspects, Popular literature -- Psychological aspects, Psychoanalysis, Psychoanalysis and culture, Psychoanalysis and literature, Psychoanalysis and motion pictures, Popular culture",,,,"Slavoj Žižek, a leading intellectual in the new social movements that are sweeping Eastern Europe, provides a virtuoso reading of Jacques Lacan. Žižek inverts current pedagogical strategies to explain the difficult philosophical underpinnings of the French theoretician and practician who revolutionized our view of psychoanalysis. He approaches Lacan through the motifs and works of contemporary popular culture, from Hitchcock's Vertigo to Stephen King's Pet Sematary, from McCullough's An Indecent Obsession to Romero's Return of the Living Dead—a strategy of ""looking awry"" that recalls the exhilarating and vital experience of Lacan.
Žižek discovers fundamental Lacanian categories the triad Imaginary/Symbolic/Real, the object small a, the opposition of drive and desire, the split subjec...",An Introduction to Jacques Lacan Through Popular Culture
gzxbAAAAMAAJ,Hands Collected,"9781886350861, 1886350868",593,2000,,Pavement Saw Press,English,Simon Perchik,,2000,,,,,,"Poetry. Limited Edition. 1 of 25 copies. This handsome landmark edition of Simon Perchik's poems from 1949 to 1999 also includes a complete bibliography. ""Let others jockey for position. Perchik's poems are obdurant and honest and will reach those that need them most."" -- James Tate. ""He makes dense and sometimes brutal poems with all the implicit tenderness of a full man."" -- Paul Blackburn. Simon Perchik is widely and regularly published in many periodicals including The New Yorker, The Nation, Partisan Review, Massachusetts Review, and Southern Poetry Review. This is his seventeenth collection of poetry.","The Books of Simon Perchik : Poems, 1949-1999"
NBPbiXwwsGQC,The Aristotle's Ethics,"9781586638221, 158663822X",66,"June 13, 2003",Paperback,Spark Notes,English,Aristotle Aristotle,,,,,,,,"Enduringly profound treatise, whose lasting effect on Western philosophy continues to resonate. Aristotle identifies the goal of life as happiness and discusses its attainment through the contemplation of philosophic truth.",Nicomachean Ethics
XODSKAczkz4C,Silas Marner,"9781591940487, 1591940486",279,2005,,Townsend Press,English,George Eliot,,,,"Adopted children -- Fiction, Domestic fiction, England -- Fiction, Fathers and daughters -- Fiction, Foundlings -- Fiction, Weavers -- Fiction",,,,,
PCdTKwAACAAJ,From Far Away,,24,1995,Paperback,Annick Press,English,"Robert N. Munsch, Saoussan Askar",Michael Martchenko,1995,"Fiction, Autobiographical novel","Biography -- Juvenile literature, Children's stories, Canadian, Girls -- Biography, Immigrants Canada Juvenile fiction, Picture books for children, Schools Juvenile fiction, Families -- Juvenile literature, Immigrants -- Juvenile fiction -- Canada, Lebanese -- Fiction -- Canada, Refugee children -- Juvenile fiction, Refugees -- Juvenile fiction, Schools -- Juvenile fiction, Siblings -- Juvenile literature",,,,"A young girl whose family moved to Canada from war-torn Beirut writes to her reading buddy about all of the adjustments she had to make in her life. Based on the life of Saoussan Askar, who moved to Ontario in 1991.",
zkyiAAAACAAJ,"From Far Away, Vol. 1","9781591165996, 1591165997",200,"November 9, 2004",Paperback,VIZ Media LLC,English,"Kyoko Hikawa, Trina Robbins",Kyoko Hikawa,"November 9, 2004","Manga, Graphic novel, Fantasy Fiction, Adventure fiction","Comics & Graphic Novels / Manga / General, Friendship -- Fiction, Comic books, strips, etc -- Japan, Comic books, strips, etc -- Translations into English -- Japan, Fantasy comic books, strips, etc, Friendship -- Comic books, strips, etc, Friendship -- Comic books, strips, etc -- Fiction, Good and evil -- Comic books, strips, etc, Good and evil -- Comic books, strips, etc -- Fiction, Good and evil -- Fiction, Graphic novels, High school girls -- Comic books, strips, etc -- Japan, Manga (Japanese cartooning) -- Fiction, Prophecies -- Comic books, strips, etc, Prophecies -- Comic books, strips, etc -- Fiction, Prophecies -- Fiction, Science fiction",,,,"On her way home from school one day, Noriko is unexpectedly plunged into a strange and extraordinary fantasy world. Her troubles compound exponentially when she is rescued and befriended by a handsome young man by the name of Izark. He may be brave and courageous, but inside lzark lurks the darkest evil imaginable. And according to an ancient prophecy, Noriko possesses the power to unleash that evil. Now, inexorably bound together, these two unlikely allies must navigate a world both wondrous and hostile.",
Zv9FPgAACAAJ,The Odyssey,"9781857150940, 1857150945",509,1992,Hardcover,David Campbell,English,Homer,,,"Epic poetry, Epic","Epic literature, more",,,"Odysseus, Circe, Telemachus, Polyphemus, Penelope, Scylla, Charybdis, Nausicaa, Menelaus, Antinous of Ithaca, Laertes, Nestor, Aegisthus, Arete, Tiresias, Clytemnestra, Zeus, Athena, Calypso","An epic poem by the Greek poet Homer, which is the tale of Odysseus' wanderings, a story of heroic adventure and romantic temptation.",
D2uQtkxjD9UC,The Tale of the Flopsy Bunnies,,58,"September 16, 2002",Hardcover,Penguin Young Readers Group,English,Beatrix Potter,,July 1909,"Fiction, Children's literature","Juvenile Fiction / Animals / Rabbits, Juvenile Fiction / Classics, Juvenile Fiction / Lifestyles / Country Life, Juvenile Nonfiction / Concepts / General, Benjamin Bunny (Fictitious character) -- Fiction, Benjamin Bunny (Fictitious character) -- Pictorial works -- Juvenile fiction, Peter Rabbit (Fictitious character) -- Fiction, Rabbits -- Fiction, Benjamin Bunny (Fictitious character), Benjamin Bunny (Fictitious character) -- Pictorial works, Children's stories, Children's stories -- Pictorial works, Children's stories, English, Children's stories, English -- Juvenile fiction, Peter Rabbit (Fictitious character), Rabbits -- Juvenile fiction, Rabbits -- Pictorial works -- Juvenile fiction, Rescues -- Pictorial works -- Juvenile fiction",,,,"This original, authorised version has been lovingly recreated electronically for the first time, with reproductions of Potter's unmistakeable artwork optimised for use on colour devices such as the iPad. When the cupboard is bare at the Flopsy Bunny’s burrow, the family all have to go in search of food. They soon find some old lettuces on Mr McGregor’s rubbish heap, but who can imagine the horrors that await them as they enjoy a nap after lunch! Peter Rabbit and Benjamin Bunny are two of Beatrix Potter's most popular characters and they are brought together in this exciting tale of danger and friendship. The Tale of The Flopsy Bunnies is number ten in Beatrix Potter's series of 23 little books, the titles of which are as follows: 1 The Tale of Peter Rabbit 2 The Tale of Squirrel Nutkin ...",
NTGDz-HBRBYC,Treasure Island (abridged)(Classic Starts Series),"9781402713187, 1402713185",151,"March 1, 2005",Hardcover,Sterling Publishing Company,English,"Chris Tait, Robert Louis Stevenson",Lucy Corvino,"November 14, 1883","Novel, Adventure fiction, Young adult fiction","Adventure stories, Pirates -- Juvenile fiction, more",,,"Jim Hawkins, Long John Silver, Dr. Livesey, Billy Bones, Captain Flint, John Trelawney, Ben Gunn, Captain Alexander Smollett, Abraham Gray, Job Anderson, Israel Hands","Every child deserves an appealing introduction to the classics, with age-appropriate text and beautiful art throughout. That's exactly what this Classic Starts(TM) provides. Welcome to the world of TREASURE ISLAND

The stories are abridged; the quality is complete. Classic Starts treats the world's beloved tales (and children) with the respect they deserve--all at an incomparable price.

Pirates, buried treasure, and action aplenty--that's what's served up in this fine story, mates, and kids will eat it up. After Jim Hawkins finds the map to a mysterious treasure, he sets sail in search of the fortune. Little does he realize he's boarded a pirate ship, and that surprises and danger await him . . . including a meeting with the unforgettable Long John Silver.",
jCLaAAAAMAAJ,What is Goth?,"9781578633227, 1578633222",96,August 2004,Hardcover,Weiser Books,English,Voltaire,,,,"Social Science / Popular Culture, Goth culture (Subculture)",,,,"What Is Goth? is a humorous, self-deprecating look at Goth culture from the inside out. Imagine The Preppy Handbook colliding with Charles Addams. Then add a lot more melancholy and a lot more spooky. What Is Goth? dispels the false stereotypes and reinforces the true ones surrounding Goths and Goth culture. ""To the mundane,"" Voltaire writes, ""Goths are weird, black-clad freaks who are obsessed with death; they are sad all of the time. Take a closer look at the Goth scene, however, and you will find a rich tapestry of ideas and practices and a menagerie of colorful characters. Oh, dear. I said 'colorful.'"" Yes, Goths are pale, wear black clothing, love black makeup (on men and women), mope, listen to real downer music, and perfect the art of living in a perpetual state of ennui and mela...",
